County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Cass County, Nebraska",6.95,10.13,29.07,15.33,10.11
"Pettis County, Missouri",6.95,6.88,8.48,9.54,9.95
"Polk County, Oregon",6.94,3.34,2.4,22.03,28.54
"Daviess County, Indiana",6.93,8.49,14.02,13.45,17.44
"Columbiana County, Ohio",6.93,8.96,11.75,11.34,14.2
"Pearl River County, Mississippi",6.93,7.31,4.68,3.12,2.05
"Allen County, Kansas",6.92,10.77,9.99,8.88,11.67
"Geary County, Kansas",6.92,3.94,3.47,9.84,10.04
"Piatt County, Illinois",6.91,4.55,5.76,6.86,5.96
"Iroquois County, Illinois",6.9,13.09,12.94,15.4,15.9
"Rush County, Indiana",6.9,9.43,9.77,7.41,7.37
"Carter County, Oklahoma",6.9,1.8,3.32,4.43,1.19
"Wheeler County, Oregon",6.89,2.78,4.52,3.15,3.17
"Tioga County, Pennsylvania",6.87,7.15,7.5,7.21,9.82
"San Juan County, Washington",6.87,19.13,8.52,11.52,5.1
"Roanoke County, Virginia",6.87,3.83,4.69,4.3,3.04
"Stone County, Missouri",6.87,5.03,4.1,3.89,1.78
"Tompkins County, New York",6.86,7.23,10.47,11.82,14.09
"Boone County, Missouri",6.86,6.57,6.99,10.43,10.23
"Columbia County, Washington",6.86,1.81,4.97,4.47,7.76
"Warren County, Kentucky",6.86,3.73,3.89,3.52,5.06
"Osceola County, Michigan",6.85,6.39,7.3,7.68,7.98
"Hardin County, Illinois",6.85,3.47,3.27,3.47,2.97
"Leon County, Florida",6.84,5.69,5.71,5.11,7.41
"Wetzel County, West Virginia",6.84,4,3.91,7.74,5.13
"Klamath County, Oregon",6.83,6.72,9.89,11.43,10.14
"Jasper County, South Carolina",6.83,3.86,9.04,0.77,0.65
"Durham County, North Carolina",6.82,3.91,4.4,2.92,1.96
"Gaston County, North Carolina",6.82,2.02,2.79,1.93,1.37
"Vernon County, Wisconsin",6.81,10.28,12.21,10.29,10.84
"Archuleta County, Colorado",6.8,46.7,39.92,9.35,35.34
"Nye County, Nevada",6.8,13.37,6.79,4.98,11.43
"Trinity County, California",6.8,1.95,8.79,3.87,3.47
"Kaufman County, Texas",6.8,5.87,6.58,5.79,3.05
"Alamance County, North Carolina",6.8,2.03,2.33,1.42,1.66
"Navajo County, Arizona",6.79,6.14,7.85,6.84,10.13
"Dolores County, Colorado",6.79,3.54,2.98,3.99,
"Nemaha County, Nebraska",6.76,43.46,7.27,5.95,5.39
"Beaverhead County, Montana",6.75,7.03,22.8,13.06,14.66
"Harlan County, Nebraska",6.74,7.25,12.92,10.31,8.34
"Avery County, North Carolina",6.74,3.56,2.27,0.31,0.19
"Lewis County, West Virginia",6.73,6.38,8.94,5.7,5.33
"Lancaster County, South Carolina",6.72,1.02,0.67,0.72,0.61
"Culpeper County, Virginia",6.71,5.69,6.19,4.68,3.07
"Winnebago County, Iowa",6.7,7.45,9.94,10.11,10.23
"Shelby County, Kentucky",6.7,5.59,3.99,1.79,1.93
"Thurston County, Nebraska",6.69,4.08,9.93,8.13,10.51
"Grays Harbor County, Washington",6.69,10.44,10.83,9.85,5.1
"Turner County, South Dakota",6.68,10.36,15.17,12.99,12.75
"Bennett County, South Dakota",6.68,23.08,14.55,20.84,12.52
"Grundy County, Iowa",6.68,8.54,6.56,2.13,4.97
"Stevens County, Kansas",6.67,18.06,9.68,6.18,5.74
"Pacific County, Washington",6.67,13.04,10.34,5.8,3.74
"Jefferson County, Montana",6.65,8.68,9.15,6.97,9.87
"Woodson County, Kansas",6.65,12.09,11.09,10.93,9.35
"Hampton city, Virginia",6.65,3.95,3.56,4.07,3.69
"Cedar County, Missouri",6.65,1.64,2.71,2.65,1.82
"Lamar County, Texas",6.65,4.95,5.6,1.97,1.22
"Kent County, Texas",6.64,9.03,7.33,9.9,4.37
"Carroll County, Georgia",6.64,4.04,1.81,2.34,1.15
"Woods County, Oklahoma",6.62,1.67,7.37,4.39,2.52
"Baker County, Oregon",6.61,7.41,6.86,8.29,7.12
"Phelps County, Nebraska",6.6,5.74,7.18,8.45,5.76
"Converse County, Wyoming",6.58,7.55,18.87,11.23,6.65
"Mineral County, West Virginia",6.58,4.77,8.56,3.91,2.93
"Bay County, Florida",6.58,4.59,4.74,2.65,1.69
"Jackson County, Wisconsin",6.57,7.04,8.46,11.34,9.63
"Panola County, Texas",6.55,5.46,2.6,0.91,1.24
"Williamson County, Illinois",6.54,7.22,7.63,9.52,7.71
"Meagher County, Montana",6.54,13.22,13.25,32.22,5.57
"Washington County, Maine",6.53,3.77,12.24,10.05,10.41
"Transylvania County, North Carolina",6.53,7.34,5.56,2.33,1.99
"Shiawassee County, Michigan",6.51,12.75,18.72,14.81,16.03
"Pawnee County, Nebraska",6.49,25.1,14.45,18,13.44
"Williams County, Ohio",6.49,10.31,11.6,8.81,12.06
"Cabell County, West Virginia",6.49,3.17,5.29,6.17,4.69
"Westmoreland County, Virginia",6.49,9.89,5.05,2.28,3.13
"Baltimore city, Maryland",6.46,10.95,12.45,12.64,16.55
"Hancock County, Illinois",6.46,7.96,12.95,10.38,10.6
"Montgomery County, Kansas",6.46,8.18,8.04,7.44,7.23
"Coos County, Oregon",6.45,4.22,5.53,4.77,5.39
"Lumpkin County, Georgia",6.45,4.18,1.71,1.41,2.32
"Jefferson County, Iowa",6.44,6.06,7.2,8.36,11.33
"Lake of the Woods County, Minnesota",6.43,8.65,14.95,12.29,14.16
"Whitman County, Washington",6.42,8.1,10.37,7.61,15.99
"Kittson County, Minnesota",6.42,10.98,15.69,5.96,5.61
"Valley County, Montana",6.41,13.71,10.48,12.14,13.95
"Wayne County, Indiana",6.41,7.04,7.73,6.47,8.22
"Clark County, Washington",6.41,6.32,7.86,7.42,7.01
"Montague County, Texas",6.41,5.63,3.26,1.79,1.52
"West Feliciana Parish, Louisiana",6.4,6.76,6.29,28.85,27.52
"Humboldt County, California",6.37,7.35,20.17,8.99,11.83
"McKenzie County, North Dakota",6.36,9.03,5.89,19.96,7.59
"Cumberland County, North Carolina",6.36,2.79,3.03,2.28,2.06
"Montgomery County, Virginia",6.36,3.44,3.28,1.69,1.8
"Pitt County, North Carolina",6.36,3.26,2.94,1.63,0.9
"Musselshell County, Montana",6.34,16.55,10.43,12.66,10.39
"Burnett County, Wisconsin",6.34,7.64,9.84,13.86,7.76
"Chatham County, Georgia",6.33,8.34,8.99,8.34,7.06
"Franklin city, Virginia",6.33,4.01,4.85,,
"Franklin County, Alabama",6.32,4.69,0.64,0.54,
"Lucas County, Iowa",6.31,6.82,6.9,8.68,2.33
"Rusk County, Texas",6.31,6.48,2.2,0.63,0.71
"Dundy County, Nebraska",6.29,6.72,12.78,7.32,6.22
"Clark County, Kansas",6.28,11.29,14.77,16.54,10.81
"Nelson County, Virginia",6.28,4.04,1.9,0.32,0.34
"Lincoln County, Nevada",6.25,4,3.79,24.11,12.7
"Columbia County, Oregon",6.25,2.79,4.41,5.65,6.73
"Bryan County, Georgia",6.25,6.71,2.73,2.77,2.73
"Wood County, West Virginia",6.23,5.11,5.06,5.57,4.84
"Cassia County, Idaho",6.22,9.42,13.07,6.91,28.31
"Richland County, South Carolina",6.22,4.24,3.95,2.64,2.33
"Schoharie County, New York",6.21,20.67,12.25,8,9.76
"Randolph County, Missouri",6.21,6.43,6.76,8.76,5.71
"St. Joseph County, Michigan",6.19,15.43,11.82,10.42,10.36
"Portsmouth city, Virginia",6.18,3.72,3.18,,
"Roscommon County, Michigan",6.14,8,15.65,16.08,10.3
"Greene County, Missouri",6.14,5.56,6,5.25,5.54
"Iron County, Utah",6.11,4.87,3.55,1.13,1.01
"Davidson County, North Carolina",6.11,0.79,1.23,0.6,0.44
"Washington County, Utah",6.1,4.23,3.1,1.26,0.61
"Spokane County, Washington",6.09,13.07,13.68,11.37,13.75
"Jackson County, Oklahoma",6.09,1.7,6.77,3.48,2.31
"Clayton County, Georgia",6.08,4.06,3.84,2.52,2.06
"Lafayette County, Florida",6.08,5.19,,,
"Island County, Washington",6.07,3.77,8.69,7.16,5.29
"Lyon County, Nevada",6.06,7.16,10.63,7.23,13.61
"Butte County, Idaho",6.06,4.57,1.93,2.6,3.62
"Essex County, Virginia",6.05,5.38,4.92,4.45,1.22
"Jefferson County, Alabama",6.03,8.37,6.65,6.27,3.98
"Clearwater County, Idaho",6.02,4.36,5.25,3.76,6.83
"Gosper County, Nebraska",6.02,3.67,21.7,4.05,3.36
"Garfield County, Utah",6.02,0.97,,0.5,0.41
"Cotton County, Oklahoma",6.01,0.57,1.83,1.62,2.04
"Cache County, Utah",6.01,2.94,2.14,1.71,1.87
"Montcalm County, Michigan",6,8.3,9.72,5.24,9.58
"Ellis County, Oklahoma",6,1.2,1.33,1.67,1.09
"Forrest County, Mississippi",5.99,8.83,7.04,4.87,4.82
"Sampson County, North Carolina",5.99,5.49,7.32,1.22,1
"De Witt County, Illinois",5.97,6.43,10.22,9.85,8.04
"Adams County, Iowa",5.97,6.18,9.91,10.28,7
"Randolph County, Indiana",5.97,2.67,3.77,2.36,2.47
"Clatsop County, Oregon",5.96,9.71,4.35,4.86,5.64
"Morgan County, Indiana",5.96,4.36,4.78,3.85,3.13
"Hamlin County, South Dakota",5.95,10.44,12.27,12.42,13.46
"Knox County, Ohio",5.95,5.33,5.66,4.7,7.42
"Clinton County, Ohio",5.95,5.18,6.12,6.35,7.06
"Shelby County, Tennessee",5.95,6.6,5.65,6.05,5.31
"Deschutes County, Oregon",5.93,7.38,8.6,5.97,6.55
"Glades County, Florida",5.92,5.43,16.15,3.58,23.36
"Asotin County, Washington",5.91,11.7,9.63,10.22,13.79
"Hocking County, Ohio",5.91,3.4,3.44,4.21,4.86
"Eastland County, Texas",5.9,2.56,2.77,3.34,2.21
"Toole County, Montana",5.89,12.21,23.58,17.84,14.64
"Greenwood County, South Carolina",5.89,2.89,1.88,1.61,0.69
"Niobrara County, Wyoming",5.88,4.23,15,10.48,7.63
"Bartholomew County, Indiana",5.87,6.02,7.69,5.6,4.28
"Franklin County, Kansas",5.85,5.19,5.57,9.58,8.21
"Kanabec County, Minnesota",5.83,8.13,8.32,10.96,16.35
"Cecil County, Maryland",5.83,9.34,10.78,7.54,7.85
"Northampton County, Virginia",5.83,2.92,1.6,1.49,1.33
"Hardin County, Kentucky",5.82,6.62,9.91,6.48,6.87
"Jackson County, North Carolina",5.81,1.03,2.18,0.97,0.82
"Tipton County, Indiana",5.8,6.9,9.22,7.71,9.77
"Jackson County, Mississippi",5.79,8.91,9.84,9.76,6.55
"Polk County, Wisconsin",5.76,8.41,11.9,8.03,11.68
"Anchorage Municipality, Alaska",5.75,7.87,8.84,7.3,8.7
"Hardeman County, Texas",5.75,2.17,7.22,3.01,1.81
"Montmorency County, Michigan",5.74,7.82,22.69,16.98,18.45
"Morgan County, Alabama",5.74,7.01,2.51,2.41,1.8
"Macon County, North Carolina",5.74,3.55,5.01,2.36,1.69
"McCracken County, Kentucky",5.71,6.57,7.6,7.57,7.21
"Dukes County, Massachusetts",5.67,17.51,66.4,42.96,22.37
"Okeechobee County, Florida",5.66,6.34,7.73,6.31,5.43
"Cherokee County, North Carolina",5.65,3.67,2.76,1.3,1.17
"DeKalb County, Indiana",5.64,12.54,8.27,10.32,9.64
"DeSoto County, Florida",5.64,12.33,2.64,4.17,1.77
"Jennings County, Indiana",5.62,7.82,9.44,7.79,9.16
"Perry County, Arkansas",5.62,2.39,2.36,2.51,4.13
"Richland County, Ohio",5.61,7.76,9.32,8.22,12.08
"Cowlitz County, Washington",5.59,9.08,7.66,8.02,5.38
"McLean County, Illinois",5.58,8.97,12.65,13.08,15.6
"Franklin County, Pennsylvania",5.58,6.86,6.61,5.92,5.91
"Hartley County, Texas",5.57,,,6.03,2.51
"Foard County, Texas",5.57,2.4,5.98,2.56,1.62
"Clark County, Ohio",5.56,6.6,8.41,9.05,9.1
"Lane County, Oregon",5.56,6.19,4.83,4.4,5.36
"Wilbarger County, Texas",5.54,2.36,7.75,7.14,4.39
"Morgan County, West Virginia",5.54,4.08,7.5,3.55,2.68
"Wood County, Texas",5.52,6.4,3.26,1.33,0.82
"Ashe County, North Carolina",5.51,2.17,1.25,0.45,0.4
"Taylor County, Iowa",5.5,3.86,4.25,3.94,5.09
"Mineral County, Nevada",5.49,3.58,12.62,1.54,15.67
"Hall County, Texas",5.49,4.18,9.25,1.79,8.94
"Carroll County, Ohio",5.49,6.33,6.57,8.63,7.78
"Leon County, Texas",5.48,13.7,5.04,2.37,0.59
"Kosciusko County, Indiana",5.46,5.63,6.42,4.61,3.52
"Wilson County, North Carolina",5.45,1.86,1.62,1.27,0.81
"Washington County, Maryland",5.43,6.34,8.09,7.19,6.11
"Antrim County, Michigan",5.42,9.3,5.66,8.45,12.57
"Bedford County, Virginia",5.42,3.09,2.4,1.48,8.22
"Marion County, Iowa",5.39,7.11,6,8.53,6.83
"Jackson County, Indiana",5.38,3.54,3.54,2.77,4.12
"Elk County, Kansas",5.36,1.73,1.53,3.97,6.64
"Dorchester County, Maryland",5.36,3.73,4.73,4.24,3.94
"Cowley County, Kansas",5.35,6.88,6.24,5.86,5.8
"Bossier Parish, Louisiana",5.34,5.04,7.06,7.29,4.54
"Hopkins County, Texas",5.3,10.98,4.92,2.48,1.45
"Muskingum County, Ohio",5.29,6.01,6.34,10.59,11.57
"Sherman County, Oregon",5.29,1.7,13.6,6.67,4.93
"Butts County, Georgia",5.29,2.78,1.96,0.91,1.46
"Josephine County, Oregon",5.28,4.7,3.47,5.39,6.61
"Coffey County, Kansas",5.28,7.21,7.5,6.26,5.6
"Graham County, Arizona",5.25,16.64,31.85,24.48,34.99
"Wallowa County, Oregon",5.25,3.57,9.3,7.08,6.17
"Washington Parish, Louisiana",5.25,4.45,3.56,6.02,2.49
"Miller County, Arkansas",5.23,3.23,5.06,3.29,3.11
"Rappahannock County, Virginia",5.23,5.44,5.37,3.93,
"Garland County, Arkansas",5.22,4.69,6.29,4.53,2.51
"Louisa County, Virginia",5.22,2.84,2.89,1.39,0.72
"Brown County, Ohio",5.21,6.4,6.53,16.07,12.53
"Ouachita Parish, Louisiana",5.21,6.6,5.33,5.21,3.95
"Ottawa County, Kansas",5.2,7.27,7.67,6.83,6.45
"Carbon County, Montana",5.18,19.52,16.97,11.88,11.73
"Appanoose County, Iowa",5.18,8.49,11,11.89,9.77
"Adams County, Mississippi",5.18,6.25,8.14,7.77,8.87
"Christian County, Kentucky",5.18,4.37,2.45,1.65,1.38
"Bonneville County, Idaho",5.17,6.27,11.37,7.65,6.21
"Jefferson County, Idaho",5.17,0.5,0.8,0.97,1.12
"Burke County, North Carolina",5.17,0.87,1.04,0.49,0.5
"Marion County, Kansas",5.16,1.26,1.2,9.51,10.86
"Shoshone County, Idaho",5.16,5.52,12.63,13.47,9.83
"Franklin County, Arkansas",5.16,3.92,6.27,6.34,6.32
"Berkeley County, West Virginia",5.16,6.73,5.73,6.35,5.76
"Bourbon County, Kansas",5.15,10.55,9.75,5.81,8.37
"Sevier County, Tennessee",5.15,3.17,2.22,1.22,0.75
"Montgomery County, Iowa",5.14,5.63,6.89,6.62,4.68
"Columbia County, Georgia",5.14,3.76,0.03,,
"Marion County, Illinois",5.13,6.45,8.52,8.45,8.79
"Polk County, Texas",5.13,3.98,5.4,5.77,1.64
"Washington County, Oklahoma",5.11,4.67,5.55,7.02,5.53
"Crawford County, Illinois",5.11,2.71,4.16,5.91,4.47
"Houston County, Georgia",5.11,4.38,2.92,3.04,4.22
"Clark County, Illinois",5.11,4.76,3.93,4.2,3.7
"Golden Valley County, Montana",5.1,18.33,9.69,16.89,15.59
"Adair County, Missouri",5.09,5.47,6.01,6.97,4.83
"Swain County, North Carolina",5.09,2.42,1.74,1.49,1.62
"Jackson County, Colorado",5.08,6.1,4.95,4.3,
"Union County, Pennsylvania",5.07,4.39,6.18,3.21,3
"Eaton County, Michigan",5.06,5.96,7.67,3.22,6.01
"Murray County, Georgia",5.06,,,0.44,
"Petroleum County, Montana",5.04,31.98,20.08,9.63,7.63
"Madison County, Montana",5.04,7.8,9.33,5.36,7.34
"Montgomery County, Indiana",5.03,6.75,5.26,5.33,4.67
"Richmond County, Georgia",5.02,7.91,5.75,5.36,4.5
"Pasquotank County, North Carolina",5.02,3.8,3.58,2.41,2.61
"Rockingham County, North Carolina",5.02,1.25,1.24,0.63,0.55
"Pocahontas County, West Virginia",5.01,1.32,1,0.87,0.64
"Jefferson County, Oklahoma",5,0.54,1.25,2.14,2.2
"Alfalfa County, Oklahoma",5,4.82,2.88,6.28,2.19
"Utah County, Utah",5,1.31,0.96,0.4,0.87
"Murray County, Oklahoma",5,1.82,2.94,1.66,0.74
"Seminole County, Oklahoma",5,1.9,1.96,0.79,0.37
"Caldwell County, North Carolina",4.99,0.79,0.98,0.66,0.43
"Nome Census Area, Alaska",4.98,9.27,15.46,13.74,13.77
"Dallas County, Missouri",4.98,0.77,1.07,1.38,1.9
"Gloucester County, Virginia",4.96,3.15,4.67,3.82,2.01
"Mineral County, Montana",4.96,3.55,9.99,3.77,
"Adams County, Wisconsin",4.95,8.14,9.72,23.56,11.89
"Flathead County, Montana",4.95,5.43,13.34,10.21,11.65
"St. Francois County, Missouri",4.95,4.58,7.65,9.74,8.54
"Hamilton County, Illinois",4.94,13.7,11.82,12.81,12.57
"Gadsden County, Florida",4.94,3.31,0.92,1.35,0.18
"Cheyenne County, Kansas",4.93,6.82,10.27,7.77,6.85
"Jasper County, Missouri",4.93,5.13,5.25,4.7,5.03
"Rains County, Texas",4.92,5.69,3.91,,
"Collingsworth County, Texas",4.9,4.91,1.25,2.71,10.76
"Gooding County, Idaho",4.89,15.2,6.82,7.83,5.26
"Louisa County, Iowa",4.88,4.33,7.5,5.09,3.24
"Gentry County, Missouri",4.87,5.02,6.12,5.24,6.38
"Etowah County, Alabama",4.85,7.3,1.99,2.41,1.72
"Howard County, Missouri",4.83,7.79,8.32,15.06,15
"Shelby County, Missouri",4.83,8.54,9.35,8.79,11.24
"Grant County, Oregon",4.83,5.44,11.41,4.46,4
"Grayson County, Texas",4.83,4.92,4.22,4.58,2.6
"Randolph County, West Virginia",4.81,3.97,6.69,4.19,4.65
"Chatham County, North Carolina",4.79,1.68,1.35,0.37,0.22
"Bowie County, Texas",4.78,3.89,3.2,1.11,2.11
"Jasper County, Iowa",4.77,6.6,7.5,7.96,6.9
"Carroll County, Indiana",4.77,9.28,4.02,3.03,4.59
"Carteret County, North Carolina",4.77,3.53,3.03,2.42,2.87
"Henry County, Missouri",4.76,6.95,6,7.24,7.55
"Clinton County, Missouri",4.76,6.33,5.91,6.15,6.91
"Montgomery County, Alabama",4.74,4.13,3.4,3.34,3.79
"Union County, Oregon",4.73,4.88,6.83,5.86,5.21
"Gilliam County, Oregon",4.71,7.59,20.99,13.86,10.5
"Montgomery County, Tennessee",4.71,4.35,4.14,2.43,3.6
"Prince Edward County, Virginia",4.71,2.99,3.85,2.32,1.22
"Kershaw County, South Carolina",4.7,2.79,1.89,1.26,1.29
"Chugach Census Area, Alaska",4.7,,,,
"Brown County, Indiana",4.67,4.92,7.06,5.04,3.54
"Mason County, Kentucky",4.66,6.86,6.94,15.7,15.1
"Richmond County, North Carolina",4.66,0.69,0.84,0.61,0.51
"King William County, Virginia",4.64,3.57,3.9,5.2,6.27
"Evans County, Georgia",4.64,2.27,2.73,1.72,1.54
"Middlesex County, Virginia",4.63,3.11,2.26,2.28,
"Doniphan County, Kansas",4.62,7.84,8.68,15.1,11.57
"Hillsdale County, Michigan",4.62,4.71,6.23,3.84,5.7
"Hamblen County, Tennessee",4.61,3.12,2.27,1.07,1.47
"Prairie County, Montana",4.6,14.76,21.18,16.27,16.34
"Donley County, Texas",4.6,2.45,3.13,1.41,2.45
"Gratiot County, Michigan",4.59,11.04,10.11,10.35,11.16
"Caroline County, Virginia",4.59,2.7,3.01,0.61,0.8
"Amelia County, Virginia",4.58,1.72,0.26,0.55,2.03
"Crockett County, Tennessee",4.58,,,,
"Hopewell city, Virginia",4.58,4.12,4.37,,
"McDonough County, Illinois",4.57,4.43,6.78,6.55,18.26
"Ross County, Ohio",4.57,3.52,3.87,3.39,5.21
"Scioto County, Ohio",4.56,4.09,4.29,4.08,4.51
"Kanawha County, West Virginia",4.56,3.8,4.24,4.29,4.04
"Somerset County, Maine",4.55,7.07,17.73,10.88,22.04
"Camas County, Idaho",4.55,4.83,1.41,3.44,3.06
"Beaufort County, North Carolina",4.55,2.14,1.53,1.26,0.69
"Navarro County, Texas",4.54,3.77,6.28,3.84,2.42
"New Madrid County, Missouri",4.53,6.87,4.33,4.86,5.14
"Faulkner County, Arkansas",4.53,4.49,9.22,6.67,4.98
"Coffee County, Alabama",4.53,3.1,2.85,2.24,1.74
"Guernsey County, Ohio",4.52,5.27,4.55,7.83,8.38
"Page County, Iowa",4.52,4.86,4.77,7.07,5.61
"Payne County, Oklahoma",4.52,3.88,3.05,5.63,3.46
"Carroll County, Missouri",4.51,4.51,5.88,5.73,7.91
"Trinity County, Texas",4.51,6.67,2.25,1.43,
"Baxter County, Arkansas",4.5,5.68,10.17,9.62,6.66
"Delaware County, Indiana",4.48,3.54,5.96,4.7,6.51
"Cass County, Missouri",4.48,6.33,5.8,3.43,5.34
"Madison County, Mississippi",4.48,5.51,5.93,4,2.09
"New Kent County, Virginia",4.48,2.59,1.15,,
"Calaveras County, California",4.47,54.97,8.65,21.89,12.94
"Lincoln County, Idaho",4.47,3.17,5.19,8.62,8.73
"Ringgold County, Iowa",4.46,2.01,3.38,4.04,5.37
"Glynn County, Georgia",4.45,6.54,5.58,5.05,3.48
"Jackson County, Alabama",4.45,2.85,0.86,1.73,1.19
"Denali Borough, Alaska",4.45,6.13,6.87,,
"Mitchell County, North Carolina",4.44,1.48,1.26,1.2,0.6
"Shackelford County, Texas",4.44,3.55,3.97,0.51,0.38
"Franklin County, Nebraska",4.43,6.7,15.92,9.45,7.84
"Berrien County, Georgia",4.41,1.48,0.72,0.62,1.02
"Wilkes County, North Carolina",4.41,0.47,0.92,0.48,0.34
"Potter County, Pennsylvania",4.39,10.75,11.75,9.86,9.6
"Logan County, Ohio",4.39,4.91,5.58,5.91,6.53
"De Soto Parish, Louisiana",4.39,3.19,4.9,3.44,3.27
"Snyder County, Pennsylvania",4.38,4.78,3.47,2.93,2.99
"McDowell County, North Carolina",4.37,0.59,0.74,0.41,0.59
"Huntingdon County, Pennsylvania",4.36,5.6,5.82,5.77,7.41
"Vermillion County, Indiana",4.35,6.23,6.81,7.88,7
"Madison County, Indiana",4.35,5.98,6.1,5.47,6.78
"Custer County, South Dakota",4.34,4.48,9.32,6.8,7.67
"Wilkes County, Georgia",4.33,2.88,1.54,0.69,1.83
"Jefferson County, Nebraska",4.32,10.52,8.22,6.76,6.89
"Ogemaw County, Michigan",4.31,13.08,17.81,15.51,16.73
"Morgan County, Missouri",4.31,6.21,5.02,4.71,3.11
"Haywood County, North Carolina",4.31,2.11,1.84,1.1,0.85
"Howard County, Indiana",4.29,6.28,11.3,9.06,9.88
"Spartanburg County, South Carolina",4.29,1.87,1.43,1.54,1.91
"Noble County, Oklahoma",4.28,3.03,4.75,4.74,6.13
"Broadwater County, Montana",4.27,6.95,9.87,10.4,13.62
"Ohio County, Kentucky",4.27,2.22,1.1,1.58,1.1
"Crook County, Oregon",4.26,4.93,5.25,4.06,4.06
"Winn Parish, Louisiana",4.26,1.2,1.31,1.38,0.63
"Alexander County, North Carolina",4.25,0.4,1.24,0.29,
"Monroe County, Indiana",4.23,7.5,10.45,8.53,8.93
"Warren County, Mississippi",4.23,5.72,6.43,6.17,7.78
"Jackson County, Kansas",4.23,9.37,7.9,7.61,6.41
"Jefferson County, Washington",4.23,5.98,7.44,5.91,5.32
"Dallam County, Texas",4.22,11.34,17.92,14.98,27.56
"Osage County, Kansas",4.21,5.88,9.89,5.75,4.9
"Isanti County, Minnesota",4.2,8.37,9.02,9.48,9.47
"Person County, North Carolina",4.2,1.62,1.03,0.6,0.43
"Mahaska County, Iowa",4.19,4.65,5.7,5.34,4.03
"Knox County, Tennessee",4.19,5.09,4.02,3.08,2.65
"Sumner County, Tennessee",4.18,3.42,3.33,2.45,2.4
"Suwannee County, Florida",4.17,2.58,3.09,2.24,2.92
"Hickman County, Kentucky",4.16,3.73,5.8,6,4.65
"Bartow County, Georgia",4.16,2.4,1.72,1.22,1.23
"Mathews County, Virginia",4.14,2.93,12.37,2.08,
"Wahkiakum County, Washington",4.12,2.26,6.54,1.35,3.18
"Humphreys County, Tennessee",4.1,3.24,1.73,1.9,2.76
"Sumter County, South Carolina",4.09,1.81,2.33,1.46,1.21
"Peach County, Georgia",4.09,2.64,0.94,0.86,0.84
"Loudon County, Tennessee",4.09,3.46,1.53,0.85,0.32
"Sublette County, Wyoming",4.08,8.24,13.13,11.6,13.19
"Sweet Grass County, Montana",4.08,4.05,5.38,3.96,10.85
"Morgan County, Georgia",4.06,1.98,1.46,0.74,0.52
"Jeff Davis County, Georgia",4.06,3.07,0.81,0.71,0.5
"Southeast Fairbanks Census Area, Alaska",4.05,5.21,4.45,8.63,7.05
"Phelps County, Missouri",4.05,5.17,5.22,6.98,6.79
"Wilson County, Kansas",4.05,8.5,8.03,5.65,4.68
"Houston County, Alabama",4.05,2.51,3.41,3.13,3.26
"Bosque County, Texas",4.05,5.52,7.27,1.08,1.17
"Kiowa County, Kansas",4.02,6.15,5.37,2.05,2.99
"Henry County, Iowa",4,5.39,6.7,6.58,7.94
"Kiowa County, Oklahoma",4,1.82,2.44,3.17,1.86
"Yancey County, North Carolina",3.99,0.96,1.25,0.52,0.23
"Sanders County, Montana",3.98,3.07,8.96,5.99,5.93
"Florence County, South Carolina",3.97,2.43,2.16,1.99,1.57
"Pottawatomie County, Oklahoma",3.96,2.21,3.99,3.62,2.81
"Putnam County, Tennessee",3.94,4.84,2.46,1.58,1.65
"Douglas County, Oregon",3.93,2.27,4.93,4.1,4.74
"Johnson County, Arkansas",3.93,2.42,3.52,1.9,2.01
"Brown County, Texas",3.92,6.56,6.11,5.26,7.56
"Harrison County, Texas",3.91,5.55,5.13,1.24,1.78
"Grant County, Indiana",3.87,3.32,5.72,4.35,5.49
"Skagway Municipality, Alaska",3.87,12.91,,,
"Lawrence County, Missouri",3.84,6.4,5.89,5.95,6.41
"Van Buren County, Iowa",3.82,3.1,3.6,4.3,4.31
"Boyle County, Kentucky",3.81,5.06,4.94,5.36,5.51
"Smith County, Kansas",3.81,3.92,4.85,3.82,3.26
"Troup County, Georgia",3.8,1.59,2.12,1.55,1.13
"Perry County, Pennsylvania",3.79,4.35,4.27,3.42,3.72
"DeSoto County, Mississippi",3.79,3.68,2.67,2.01,3.46
"Callaway County, Missouri",3.77,4.95,4.22,7.86,3.83
"Caribou County, Idaho",3.77,5.37,5.75,6.61,2.47
"Rutherford County, North Carolina",3.77,0.97,0.9,0.59,0.52
"Hardin County, Iowa",3.76,5.04,6.47,6.46,9.69
"Lee County, Alabama",3.76,2.05,1.84,1.99,3.49
"Hamilton County, Texas",3.76,2.23,1.22,0.84,2.51
"Childress County, Texas",3.75,2.98,4.36,4.3,12.95
"Randolph County, Arkansas",3.75,7.23,9.2,7.85,8.65
"Gulf County, Florida",3.75,2.08,2.06,1.96,2.81
"Greenwood County, Kansas",3.74,5.23,5.21,6.98,5.08
"Camden County, Missouri",3.72,4.43,4.72,3.17,3
"Fayette County, West Virginia",3.72,3.46,3.23,3.27,2.89
"Ravalli County, Montana",3.71,5.53,8.99,5.93,7.89
"Greene County, Alabama",3.71,0.41,0.41,0.57,0.36
"Norton city, Virginia",3.69,3.76,5.3,,
"Covington city, Virginia",3.68,2.37,3.7,,
"Hardin County, Tennessee",3.67,1.95,1.27,1.7,0.72
