County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Freeborn County, Minnesota",8.61,13.49,7.66,7.59,7.7
"Hawaii County, Hawaii",8.61,8.81,8.34,6.86,4.21
"Sandoval County, New Mexico",8.61,7.16,5.2,4.42,2.89
"Madera County, California",8.6,9.99,7.07,9.16,11.49
"Orleans Parish, Louisiana",8.6,9.62,8.16,8.54,7.35
"Ontonagon County, Michigan",8.58,11.98,11.7,11.16,8.77
"Van Buren County, Michigan",8.58,9.93,8.8,7.02,7.46
"Missoula County, Montana",8.57,8.18,7.96,7.61,6.66
"Tompkins County, New York",8.57,4.58,3.59,2.08,2.1
"Hancock County, Georgia",8.56,12.08,13.22,16.5,16.82
"Grundy County, Illinois",8.55,10.61,8.25,6.76,4.18
"Lander County, Nevada",8.53,19.19,16.5,10.74,6.18
"Sierra County, California",8.53,6.14,4.98,4.25,4.59
"Yukon-Koyukuk Census Area, Alaska",8.52,2.93,3.8,22.53,5.4
"Douglas County, Kansas",8.51,10.4,8.27,9.06,8.39
"Monroe County, New York",8.51,8.13,4.35,3.95,3.24
"Cass County, Michigan",8.5,5.26,5.47,5.83,5.54
"Lake County, Ohio",8.48,6.85,6.94,6.42,5.26
"Baltimore County, Maryland",8.48,7.78,6.68,7.08,3.27
"Park County, Colorado",8.47,6.75,2.31,8.03,1.86
"Boone County, Illinois",8.46,7.48,9.36,7.62,10.98
"Elmore County, Idaho",8.46,10.24,11.84,15.41,10.91
"Santa Clara County, California",8.46,8.35,5.4,5.41,5.18
"Ward County, North Dakota",8.45,13.98,11.66,14.57,12.28
"Grundy County, Iowa",8.45,13.87,19.48,18.11,12.23
"Cloud County, Kansas",8.45,10.7,12.68,11.61,5.87
"Hudspeth County, Texas",8.43,7.54,5.08,16.84,27.93
"La Salle County, Texas",8.43,8.09,13.71,19.47,16.41
"Clay County, Minnesota",8.43,13.65,6.03,8.65,7.16
"Adair County, Iowa",8.42,21.61,16.9,10.12,12.27
"Weston County, Wyoming",8.42,8.16,7.51,13.44,10.08
"Dubois County, Indiana",8.42,9.57,8.08,5.55,3.55
"Delta County, Michigan",8.41,9.44,8.85,6.41,6.58
"Dakota County, Nebraska",8.37,9.23,7.03,9.52,6.31
"Kanabec County, Minnesota",8.35,12.07,16.9,19.23,21.34
"Schoharie County, New York",8.35,3.36,3.15,1.23,0.56
"Pembina County, North Dakota",8.34,11.49,14.22,12,12.27
"Chippewa County, Michigan",8.31,8.29,9.3,8.43,8.18
"Siskiyou County, California",8.29,11.47,9.44,11.09,9.51
"Jackson County, Kansas",8.29,14.46,6.58,11.79,7.58
"Montgomery County, Pennsylvania",8.29,6.78,3.97,3.48,3.06
"Dillingham Census Area, Alaska",8.28,9.12,8.92,3.22,2.04
"Newton County, Indiana",8.27,11.93,7.54,9.98,9.47
"Albany County, Wyoming",8.26,7.08,5.88,6.57,8.6
"El Dorado County, California",8.26,9.13,6.71,4.81,6.42
"Cameron County, Pennsylvania",8.25,14.81,8.62,6.39,3.73
"Lackawanna County, Pennsylvania",8.25,5.23,2.58,1.99,2.16
"Montgomery County, New York",8.24,3.89,2.79,1.47,0.48
"Lake County, Oregon",8.21,7.56,11.68,12.11,11.22
"Chisago County, Minnesota",8.21,13.04,8.02,4.97,4.23
"Morton County, North Dakota",8.2,11.31,8.94,10.62,8.67
"Menominee County, Michigan",8.19,10.05,8.79,7.78,8.75
"Jefferson County, Ohio",8.19,7.96,6.49,8.59,7.38
"Claiborne County, Mississippi",8.16,7.65,10.24,12.75,12.54
"Tioga County, New York",8.16,5.23,5.5,4.12,4.72
"Hoonah-Angoon Census Area, Alaska",8.16,9.21,,,
"Honolulu County, Hawaii",8.14,9.68,7.85,5.59,3.93
"Fairfield County, Connecticut",8.14,5.13,2.57,2.76,2.01
"Graham County, Arizona",8.13,5.33,6.77,7.21,9.08
"Morrow County, Oregon",8.11,7.88,6.71,5.93,11.32
"Frederick County, Maryland",8.11,9.23,8.45,8.2,8.55
"Washtenaw County, Michigan",8.07,7.4,6.49,6.99,5.96
"Eagle County, Colorado",8.07,4.21,3.78,3.88,2.63
"Pope County, Minnesota",8.06,8.89,12.18,7.85,8.75
"Glenn County, California",8.06,9.42,10.16,10.64,8.52
"Chester County, Pennsylvania",8.06,6.32,3.09,3.02,2.63
"Otsego County, Michigan",8.05,9.2,8.51,8.66,6.58
"Westmoreland County, Pennsylvania",8.04,7.28,5.71,5,4.21
"Manassas city, Virginia",8.04,16,20.82,,
"Rock Island County, Illinois",8.02,12.58,13.66,11.99,10.02
"New Castle County, Delaware",8.02,6.16,4.05,3.94,2.8
"Sublette County, Wyoming",8.01,7.16,10.69,7.02,4.44
"Alcona County, Michigan",8.01,8.44,3.26,2.6,3.54
"Macomb County, Michigan",7.99,8.65,7.85,8.34,7
"Erie County, Pennsylvania",7.96,8.5,6.87,4.57,4.94
"Floyd County, Iowa",7.96,7.7,5.78,3.8,2.08
"Essex County, New York",7.95,3.04,1.76,1.54,1.82
"Chippewa County, Wisconsin",7.94,10.09,9.24,11,10.2
"Lincoln County, Idaho",7.94,3.86,2.57,9.19,5.06
"St. Mary's County, Maryland",7.93,7.15,6.02,7.65,6.12
"Knox County, Illinois",7.92,10.07,8.72,6.64,11.85
"Houghton County, Michigan",7.91,7.76,6.36,8.49,7.77
"Madison County, Montana",7.9,5.14,3.81,5.39,2
"Mower County, Minnesota",7.89,9.12,11.66,9.69,11.51
"Fremont County, Iowa",7.89,7.03,9.16,9.21,6.21
"Somerset County, Maryland",7.87,6.46,9.55,10,10.36
"Weld County, Colorado",7.84,9.33,11.63,11.39,10.04
"Cibola County, New Mexico",7.77,10.1,10.82,4.94,0
"Calvert County, Maryland",7.76,7.64,4.77,3.05,2.43
"Lee County, Iowa",7.75,12.2,11.8,11.68,7.91
"Lake County, Illinois",7.74,12.03,7.43,5.39,5.22
"Schoolcraft County, Michigan",7.73,11.2,5.37,4.72,7.97
"Uinta County, Wyoming",7.73,6.87,6.83,10.87,3.43
"Yuma County, Arizona",7.72,9.48,8.12,13.44,13.71
"Carroll County, Illinois",7.72,15.18,13.49,15.28,10.16
"Summit County, Colorado",7.72,6.09,1.41,1.79,1.55
"Washington County, Vermont",7.72,3.8,2.31,2.01,1.19
"Mora County, New Mexico",7.69,6.29,7.61,5.35,3.64
"Laramie County, Wyoming",7.65,11.95,11.83,11.89,11.09
"Allegheny County, Pennsylvania",7.64,6.42,4.19,3.14,3.05
"New London County, Connecticut",7.63,3.44,2.5,3.16,3.28
"Dolores County, Colorado",7.61,9.21,23.05,30.05,20.33
"Winnebago County, Iowa",7.61,8.44,6.96,13.29,12.11
"Huerfano County, Colorado",7.61,8.28,7.35,9.74,4.16
"Clarke County, Virginia",7.6,12.55,8.63,9.7,11.41
"Northwest Arctic Borough, Alaska",7.58,21.85,2.83,8.05,0
"Webster County, West Virginia",7.56,8.55,5.75,4.69,1.82
"Philadelphia County, Pennsylvania",7.56,7.5,4.04,2.85,1.22
"Lincoln County, Wyoming",7.54,5.32,3.88,4.14,3
"Camden County, New Jersey",7.54,4.1,2.3,1.7,1.55
"Wirt County, West Virginia",7.53,5.56,4.58,2.54,2.34
"Monongalia County, West Virginia",7.51,7.86,4.83,4.93,4.91
"Sagadahoc County, Maine",7.5,6.05,2.56,3.35,4.56
"Napa County, California",7.49,9.76,12.05,10.95,12.45
"Brewster County, Texas",7.48,19.33,18.54,17.71,15.94
"Vinton County, Ohio",7.48,12.55,7.55,10.04,3.88
"Kenosha County, Wisconsin",7.47,9.12,7.76,9,8.12
"Roosevelt County, Montana",7.46,9.88,9.74,11.64,10.84
"Delaware County, Iowa",7.46,4.25,5.13,5.1,4.04
"Humboldt County, Nevada",7.44,8.34,8.82,9.77,5.49
"St. Charles Parish, Louisiana",7.43,7.22,14.68,13.8,14.64
"St. Croix County, Wisconsin",7.43,10.34,9.95,8.54,8.45
"Grand Forks County, North Dakota",7.42,8.22,6.3,8.98,9.03
"Cook County, Illinois",7.39,8.34,5.02,4.97,4.16
"Oneida County, New York",7.35,3.88,3.91,3.55,3.33
"McDowell County, West Virginia",7.34,11.78,11.78,12.96,8.12
"Ramsey County, Minnesota",7.34,8.31,9.35,7.86,7.07
"Yates County, New York",7.33,1.7,6.19,0.79,1.5
"Onondaga County, New York",7.31,5.43,3.76,2.94,1.83
"Jefferson County, West Virginia",7.28,8.89,6.65,9.2,8.19
"Morgan County, West Virginia",7.26,6.86,9.22,8.02,9.63
"Jefferson County, Montana",7.26,7.57,7.59,6.71,5.34
"Worth County, Iowa",7.26,8.17,4.84,5.81,
"Clay County, West Virginia",7.25,7.47,3.42,3.08,3.97
"Pierce County, North Dakota",7.24,9.78,10.59,9.42,5.14
"Sullivan County, Pennsylvania",7.23,3.76,7.02,4.51,1.67
"Lake County, Montana",7.22,9.59,9.9,8.9,8.29
"Baraga County, Michigan",7.21,7.95,4.45,5.88,6.93
"Mellette County, South Dakota",7.19,9.86,6.24,10.15,22.9
"Glasscock County, Texas",7.17,8.24,16.79,18.45,20.17
"Carbon County, Montana",7.14,7.38,8.84,7.56,6.52
"Somerset County, Maine",7.13,4.89,4.45,4.18,7.1
"Wilkin County, Minnesota",7.12,10.28,11.89,12.56,13.61
"Coconino County, Arizona",7.12,8.02,9.73,7.84,10.42
"Sweet Grass County, Montana",7.12,7.75,5.02,5.93,6.13
"Putnam County, Ohio",7.12,10.61,8.13,7.06,4.53
"Rio Arriba County, New Mexico",7.11,7.35,5.62,5.55,5.71
"Pitkin County, Colorado",7.11,2.39,0.73,0.82,2.72
"Montour County, Pennsylvania",7.1,4.37,5.57,9.45,6.75
"Green County, Wisconsin",7.1,5.22,4.27,4.25,3.41
"Lyon County, Nevada",7.08,6.1,5.94,5.21,7.64
"Minidoka County, Idaho",7.07,11.13,11.45,10.49,8.33
"St. Louis County, Minnesota",7.07,9.57,7.67,7.05,6.96
"Jefferson County, Washington",7.07,9.2,4.93,6.16,3.93
"Hartford County, Connecticut",7.07,5.67,2.88,2.71,2.06
"Aleutians West Census Area, Alaska",7.07,4.17,,0.15,0
"Alameda County, California",7.06,8.18,4.94,6.15,4.83
"Merced County, California",7.05,10.41,8.24,9.71,9.05
"Windham County, Connecticut",7.04,3.8,2.15,2.34,1.99
"Iron County, Michigan",6.98,5.18,6.75,5.02,6.7
"Cedar County, Nebraska",6.98,3.41,3.43,3.13,3.52
"Lehigh County, Pennsylvania",6.98,5.91,3.16,3.65,3.18
"Northampton County, Pennsylvania",6.95,5.98,2.84,2.79,2.8
"Dane County, Wisconsin",6.94,6.32,5.23,4.68,4.97
"Pepin County, Wisconsin",6.93,9.45,8.86,4.42,6.51
"Roscommon County, Michigan",6.91,8.06,8.57,8.65,5.71
"Lincoln County, Oregon",6.89,9.35,11.26,10.91,11.52
"Musselshell County, Montana",6.89,5.58,9.23,9.38,7.61
"Queen Anne's County, Maryland",6.87,6.43,4.52,3.81,31.97
"Dallas County, Iowa",6.87,14.35,6.93,8.47,8.24
"Washoe County, Nevada",6.82,7.76,4.57,4.22,3.61
"Middlesex County, Connecticut",6.81,2.4,1.47,1,1.11
"Stark County, North Dakota",6.79,8.05,8.9,8.09,4.29
"Grant County, Wisconsin",6.79,6.91,5.4,3.89,3.74
"Alexandria city, Virginia",6.76,8.07,8.54,,
"Ouray County, Colorado",6.75,5.41,4.41,4.79,6.44
"Boise County, Idaho",6.74,6.53,2.05,27.56,7.04
"Benzie County, Michigan",6.74,4.57,8.51,8.84,5.6
"Yuba County, California",6.72,8.18,8.15,13.3,9.83
"Wheeler County, Nebraska",6.72,10.64,12.75,6.65,0
"Alamosa County, Colorado",6.7,14.19,11.73,18.94,15.91
"Erie County, New York",6.7,5.4,4.81,3.78,2.97
"Valencia County, New Mexico",6.69,9,7.64,16.99,19.14
"Sweetwater County, Wyoming",6.69,9.91,9.76,11.06,5.66
"Trempealeau County, Wisconsin",6.69,5.86,2.43,2.74,2.55
"Goshen County, Wyoming",6.68,7.79,9.52,12.28,10.7
"Gogebic County, Michigan",6.66,16.22,8.74,9.11,11.77
"Penobscot County, Maine",6.66,4.95,3.81,3.03,2.9
"Divide County, North Dakota",6.65,3.67,2.67,7.38,6.67
"Crawford County, Michigan",6.64,7.3,6.28,7.9,10.94
"Benton County, Oregon",6.63,7.9,7.86,8.27,8.65
"Clark County, Nevada",6.63,7.73,5.16,5.09,5.2
"Valley County, Montana",6.62,9,10.94,9.92,8.79
"Emmet County, Iowa",6.61,8.43,7.11,11.63,8.69
"Knox County, Maine",6.61,4.82,2.36,2.4,5.53
"Tehama County, California",6.6,6.46,8.25,7.28,10.17
"St. James Parish, Louisiana",6.6,1.54,2.24,1.41,1.18
"Cass County, Nebraska",6.55,7.47,11.82,10.67,10.58
"Butler County, Iowa",6.54,14.74,11.51,12.68,11.12
"Delaware County, New York",6.53,6.15,7.31,3.45,3.12
"Albany County, New York",6.49,5.22,2.75,1.87,2.18
"Del Norte County, California",6.48,9.37,10.63,13.81,16.52
"Inyo County, California",6.47,8.06,8.83,8.86,12.08
"Rio Blanco County, Colorado",6.46,13.49,6.78,9.54,9.61
"New Haven County, Connecticut",6.45,3.88,1.94,2.1,1.66
"McHenry County, North Dakota",6.42,9.23,11.63,13.27,13.95
"Lyman County, South Dakota",6.4,6.21,8.7,8.66,8.67
"San Miguel County, Colorado",6.4,5.61,4.44,4.11,5.76
"Modoc County, California",6.4,3.61,6.5,7.97,5.42
"Renville County, North Dakota",6.35,7.13,7.28,7.47,6.15
"Prairie County, Montana",6.34,11.7,37.53,29.36,22.11
"Perry County, Indiana",6.34,5.7,7.69,7.33,6.5
"Lafourche Parish, Louisiana",6.32,6.39,6.42,5.78,4.43
"Genesee County, New York",6.29,7.44,4.67,5.8,3.47
"Lake of the Woods County, Minnesota",6.27,8.88,6.74,10.75,13.47
"Williamsburg city, Virginia",6.26,41.36,26.56,,
"Nome Census Area, Alaska",6.23,11.87,11.32,3.75,8.14
"Windsor County, Vermont",6.21,3.09,2.07,2.72,2.19
"Henry County, Illinois",6.19,9.15,9.34,10.35,10.45
"Ringgold County, Iowa",6.18,17.17,7.61,4.56,8.79
"Sargent County, North Dakota",6.16,10.13,11.2,10.62,9.47
"Nye County, Nevada",6.12,8.84,7.18,7.33,2.92
"Denver County, Colorado",6.1,8.73,6.58,9.37,7.81
"Keokuk County, Iowa",6.1,2.88,2.95,2.74,5.27
"Johnson County, Iowa",6.08,7.9,5.42,6.72,7.09
"Des Moines County, Iowa",6.07,10.74,10.4,11.49,9.47
"Nance County, Nebraska",6.07,6,8.2,9.38,8.92
"Jackson County, South Dakota",6.06,7.03,1.64,2.06,2.59
"Imperial County, California",6.05,7.28,7.63,10.04,8.89
"Androscoggin County, Maine",6.05,5.93,4.98,2.7,2.65
"Carbon County, Utah",6.04,4.68,5.25,5.37,4.19
"Bucks County, Pennsylvania",6.02,4.74,3.21,2.55,2.75
"Chouteau County, Montana",6.01,9.12,14.57,8.03,11.75
"Grand County, Utah",6.01,8.92,9.51,12.24,6.65
"Saratoga County, New York",6.01,5.91,2.88,2.98,1.95
"Las Animas County, Colorado",5.98,8.66,6.54,6.24,5.53
"Pinal County, Arizona",5.96,5.46,8.68,15.04,14.66
"Cook County, Minnesota",5.95,19.59,9.19,7.73,6.04
"Union County, New Jersey",5.95,5.61,1.9,1.65,1.63
"Wyandot County, Ohio",5.94,6.23,6.09,6.03,5.36
"Maverick County, Texas",5.94,7.37,4.25,5.48,3.71
"Livingston County, New York",5.93,6.59,2.64,2.09,1.92
"Jefferson County, Iowa",5.92,10.19,6.98,5.09,6.45
"Webb County, Texas",5.91,5.12,3.86,3.74,3.49
"Catron County, New Mexico",5.9,9.64,9.37,20.17,15.99
"Blaine County, Idaho",5.88,3.03,1.32,3.81,1.32
"Silver Bow County, Montana",5.87,5.44,7.09,4.37,3.72
"Wayne County, New York",5.87,5.06,2.67,2.24,2.73
"Assumption Parish, Louisiana",5.87,4.63,2.31,5.85,0.96
"Adams County, Colorado",5.85,7.91,7.02,7.56,8
"Orleans County, New York",5.85,5.04,3.99,3.88,3.65
"Humboldt County, California",5.84,6.99,8.65,10.54,10.11
"Lake County, Minnesota",5.84,9.76,6.44,5.47,8.01
"Hampden County, Massachusetts",5.84,4.19,2.19,1.95,1.72
"Judith Basin County, Montana",5.83,2.99,8.59,6.62,0
"Muscatine County, Iowa",5.81,7.91,11.12,6.91,8.39
"Lee County, Illinois",5.81,9.79,7.81,7.87,8.13
"Lake County, California",5.79,8.55,7.24,6.58,7.62
"Hillsborough County, New Hampshire",5.79,5.14,3.13,2.8,1.95
"Shoshone County, Idaho",5.77,11.46,9.8,10.99,8.79
"Passaic County, New Jersey",5.76,4.02,3.23,2.99,2.46
"Zapata County, Texas",5.75,5.24,3.96,5.65,7.2
"Morris County, New Jersey",5.74,5.28,2.36,2.11,1.77
"Owyhee County, Idaho",5.73,7.05,6.6,8.02,10.47
"St. Bernard Parish, Louisiana",5.7,13.11,4.87,6.12,6.77
"Arlington County, Virginia",5.67,3.82,3.42,6.46,11.59
"Latah County, Idaho",5.67,6.77,6.97,7.45,6.17
"Essex County, New Jersey",5.65,4.42,2.06,1.61,1.44
"Fayette County, Iowa",5.62,8.88,8.55,10.41,7.51
"Steele County, North Dakota",5.62,6.99,5.49,7.36,5.73
"Washington County, Maine",5.62,5.63,3.41,2.5,2.52
"Henderson County, Illinois",5.61,6.53,6.87,4.89,3.18
"Wyoming County, New York",5.57,2.77,2.79,2.13,4.14
"Vermilion Parish, Louisiana",5.55,4.12,4.6,5.28,3.62
"Dewey County, South Dakota",5.54,9.22,9.11,14.87,9.02
"Newport County, Rhode Island",5.54,1.96,1,1.03,1.11
"Cassia County, Idaho",5.51,7.99,8.56,7.01,6.16
"Cheshire County, New Hampshire",5.51,5.03,3.22,2.76,2.37
"McHenry County, Illinois",5.5,7.29,6.48,8.93,10.99
"Santa Cruz County, Arizona",5.5,4.24,4.61,3.2,7.51
"York County, Maine",5.49,3.09,1.62,1.62,2.22
"Bowman County, North Dakota",5.48,4.38,7.71,7.87,8.32
"San Benito County, California",5.46,4.87,2.91,3.02,4.06
"Duchesne County, Utah",5.46,3.04,2.53,4.25,4
"Mercer County, New Jersey",5.46,4.71,2.56,2.49,1.99
"Susquehanna County, Pennsylvania",5.46,4.98,3.86,1.91,1.64
"Lassen County, California",5.44,8.83,6.57,8.32,7.85
"Mills County, Iowa",5.44,6.99,6.61,9.13,7.05
"Clayton County, Iowa",5.43,6.48,3.09,2.76,2.19
"Bannock County, Idaho",5.42,5.74,5.77,5.01,4.52
"Elbert County, Colorado",5.41,5.7,3.95,2.82,7.69
"Santa Fe County, New Mexico",5.41,5.48,4.03,6.37,5.18
"Strafford County, New Hampshire",5.41,3.36,2.75,1.74,3.28
"Contra Costa County, California",5.4,7.75,7.85,5.05,5.67
"Grand County, Colorado",5.4,7.39,3.25,4.62,5.1
"Apache County, Arizona",5.39,5.36,5.16,6.86,6.68
"Trinity County, California",5.39,6.97,8.59,7.98,5.16
"Rock County, Nebraska",5.39,4.33,3.25,2.23,4.28
"Oxford County, Maine",5.37,5.44,2.63,2.94,2.95
"Sonoma County, California",5.35,5.37,5.37,5.2,6.43
"Salem County, New Jersey",5.33,6.22,3.61,3.76,5.35
"Ottawa County, Ohio",5.32,5.65,3.91,6.94,4.09
"Otsego County, New York",5.32,2.94,1.93,0.97,2.85
"Harney County, Oregon",5.3,6.47,8.88,7.96,8.44
"Rockland County, New York",5.3,5.53,2.01,1.68,1.56
"Kent County, Maryland",5.27,8.98,4.69,12.36,5.18
"Mendocino County, California",5.24,5.59,5.71,7.23,7.35
"Chattahoochee County, Georgia",5.24,3.31,4.49,3.12,1.83
"Frio County, Texas",5.23,8.53,15.46,20.04,18.77
"Oswego County, New York",5.23,4.51,4.97,3.27,2.63
"Kane County, Utah",5.22,2.99,1.36,1.33,1.07
"Willacy County, Texas",5.2,7.29,12.72,17.57,15.31
"Douglas County, Wisconsin",5.2,11.35,13.3,9.53,6.17
"Suffolk County, Massachusetts",5.16,6.73,4.39,2.71,1.58
"Mercer County, Illinois",5.15,5.89,4.51,2.93,2.63
"Kings County, California",5.13,6.55,6.75,8.42,12.22
"Clay County, South Dakota",5.13,5.64,4.53,4.59,4.54
"Windham County, Vermont",5.13,2.3,1.68,1.36,1.23
"Ness County, Kansas",5.1,8.95,10.16,10.44,12.07
"Brown County, Illinois",5.09,7.67,7.19,11.38,17.65
"Roane County, West Virginia",5.09,3.54,3.49,7.12,7.67
"Saunders County, Nebraska",5.09,8.26,7.08,4.38,5.98
"Piscataquis County, Maine",5.05,4.88,3.6,2.34,2.7
"Saguache County, Colorado",5.03,7.37,8.99,6.49,11.05
"Caledonia County, Vermont",5.03,4.77,1.29,1.53,0.75
"Burlington County, New Jersey",5.01,5.29,3.62,2.59,1.81
"New York County, New York",5,4.18,2.09,2.65,1.37
"Monterey County, California",4.97,5.73,4.69,5.07,5.21
"Ramsey County, North Dakota",4.95,5.38,9.1,7.93,8.66
"Boone County, Nebraska",4.95,5.63,4.81,7.41,5.25
"Kings County, New York",4.94,5.25,3.49,2.55,1.45
"Warren County, New York",4.91,4.03,4.16,3.13,3.2
"Santa Cruz County, California",4.9,5.27,5.45,5.04,8.09
"Socorro County, New Mexico",4.88,7.46,5.63,9.04,10.21
"Franklin County, Maine",4.88,2.95,2.59,2.05,2.72
"Bonneville County, Idaho",4.83,6.61,5.61,5.99,4.31
"San Miguel County, New Mexico",4.81,5.41,5.44,4.68,5.12
"Gilmer County, West Virginia",4.81,4.5,2.51,3.26,2.48
"Lincoln County, Nevada",4.8,5.37,13.21,11.87,1.21
"Delaware County, Pennsylvania",4.8,4.38,2.12,1.14,0.91
"Loudoun County, Virginia",4.79,5.54,10.23,7.6,10.56
"Hudson County, New Jersey",4.78,3.14,2.02,1.08,1.16
"Union County, South Dakota",4.77,7.6,13.14,12.61,9.14
"Russell County, Kansas",4.77,4.95,6.87,10.52,7.24
"Carson City, Nevada",4.77,12.17,9.15,7.68,6.04
"Queens County, New York",4.77,3.8,1.86,1.67,1.34
"Yolo County, California",4.76,6.18,4.73,4.11,4.53
"Greene County, New York",4.74,4.19,2.18,2.08,2.04
"San Juan County, Washington",4.74,4.66,1.04,0.49,0.92
"Oglala Lakota County, South Dakota",4.73,,,,
"Colusa County, California",4.71,5.16,5.98,8.39,5.82
"Le Sueur County, Minnesota",4.7,8.22,9.75,11.15,10.79
"Kendall County, Illinois",4.7,5.77,11.96,13.96,8.81
"Bayfield County, Wisconsin",4.7,5.64,5.87,5.16,8.4
"Santa Barbara County, California",4.7,5.88,6.7,5.9,5.7
"Elko County, Nevada",4.7,6.91,5.4,4.05,4.39
"Ontario County, New York",4.7,4.97,3.85,4.49,2.43
"Mahnomen County, Minnesota",4.68,6.28,1.62,3.65,4.66
"Lamoille County, Vermont",4.68,3.84,3.61,3.41,2.97
"Colfax County, Nebraska",4.66,6.06,7.06,8.84,9.28
"Nelson County, North Dakota",4.64,5.37,5.79,6.15,5.16
"Waldo County, Maine",4.59,4.41,2.37,2.05,2.13
"Hancock County, Maine",4.59,2.74,2.17,1.5,1.88
"Cumberland County, Maine",4.57,4.3,3.82,3.18,3.62
"Teton County, Wyoming",4.56,4.2,1.25,3.27,2.39
"Worcester County, Massachusetts",4.56,4.7,3.27,2.6,2.12
"Burnett County, Wisconsin",4.54,8.81,7.45,8.79,11.14
"Gem County, Idaho",4.51,5.13,11.11,9.74,17.88
"Wayne County, Pennsylvania",4.51,3.14,1.69,2.17,3.87
"Weber County, Utah",4.47,4.71,3.23,2.44,2.37
"Schuylkill County, Pennsylvania",4.46,5.21,3.12,5.01,4.48
"Cedar County, Iowa",4.45,5.34,5.31,5.94,7.29
"Conejos County, Colorado",4.45,2.76,2.99,1.53,3.58
"Bristol County, Massachusetts",4.44,3.46,2.58,1.83,1.63
"Dutchess County, New York",4.38,4.3,3.54,2.26,2.09
"Tolland County, Connecticut",4.38,2.66,2.78,1.71,0.86
"Bennington County, Vermont",4.37,2.71,2.5,1.69,1.76
"Isanti County, Minnesota",4.35,6.45,15.03,16.59,19.5
"Power County, Idaho",4.33,6.5,6.16,4.98,3.68
"Bronx County, New York",4.32,4.3,2.36,2.31,1.53
"Franklin County, New York",4.31,2.47,2.49,2.5,1.41
"Luzerne County, Pennsylvania",4.29,3.9,2.86,2.8,3.16
"Harding County, New Mexico",4.26,28.35,17.16,15.7,15.14
"Seneca County, Ohio",4.24,5.16,5.33,4.45,3.79
"Cayuga County, New York",4.18,3.61,3.04,1.94,2.42
"Fulton County, New York",4.18,2.43,3.91,3.45,1.92
"Coos County, New Hampshire",4.14,2.92,2.75,1.68,1.53
"Middlesex County, New Jersey",4.11,3.64,1.59,2.45,1.1
"Tama County, Iowa",4.1,4.09,2.82,2.5,1.51
"Jo Daviess County, Illinois",4.09,4.19,3.5,3.32,2.43
"Addison County, Vermont",4.08,2.18,2.35,2.98,1.94
"McIntosh County, North Dakota",4.07,24.49,23.24,26.81,25.17
"Manassas Park city, Virginia",4.07,21.99,1.64,,
"Sherman County, Oregon",4.06,4.25,8.63,5.06,21.82
"Pike County, Pennsylvania",4.04,2.35,0.88,1.33,0.65
"Kent County, Rhode Island",4.04,2.34,1.39,1.2,0.6
"Broomfield County, Colorado",4.03,14.5,,,
"Broadwater County, Montana",3.99,8.34,8.8,8.89,5.6
"Richmond County, New York",3.99,3.26,2.07,1.22,1.23
"Washington County, New York",3.96,2.94,2.06,2.08,2.56
"Lewis County, West Virginia",3.92,5.29,4.7,5.25,3.5
"Jefferson County, New York",3.91,4.21,2.92,2.5,3.29
"Lincoln County, Maine",3.87,3.09,1.94,1.93,4.48
"Jerome County, Idaho",3.86,6.46,7.99,10.52,10.21
"Starr County, Texas",3.82,3.88,3.03,3.12,3.6
"Rockingham County, New Hampshire",3.82,2.53,1.86,1.94,1.6
"Westchester County, New York",3.82,3.05,1.98,1.62,1.45
"Providence County, Rhode Island",3.82,2.7,1.81,1.67,0.99
"Cortland County, New York",3.78,4.64,4.45,2.46,2.55
"Elliott County, Kentucky",3.78,2.01,12.7,16.9,2.29
"Uintah County, Utah",3.77,4.02,5.13,9.26,6.98
"Hamlin County, South Dakota",3.76,4.27,9.53,13.93,10.45
"Deer Lodge County, Montana",3.76,5.92,5.88,4.86,5.68
"Somerset County, New Jersey",3.76,4.07,2.56,1.91,2.11
"Adams County, Iowa",3.75,5.34,8.19,6.97,6.87
"Pocahontas County, Iowa",3.73,2.08,1.28,2.86,1.19
"Jones County, Iowa",3.72,5.44,5.62,4.03,4.55
"Merrimack County, New Hampshire",3.69,3.55,2.18,1.26,2.06
"Washington County, Rhode Island",3.69,3.02,1.52,2.2,1.98
"Suffolk County, New York",3.64,3.94,2.27,2.23,1.99
"Grafton County, New Hampshire",3.63,1.68,1.4,1.18,2.18
"Granite County, Montana",3.63,2.44,,,
"Bergen County, New Jersey",3.59,3.71,2.19,2.13,1.85
"Nassau County, New York",3.59,2.98,1.6,1.21,1.21
"San Francisco County, California",3.54,3.79,3.38,3.11,2.49
"Gilliam County, Oregon",3.51,6.52,8.2,4.72,8.41
"San Mateo County, California",3.51,3.47,2.73,2.73,2.71
"Rolette County, North Dakota",3.5,6.04,4.29,5.5,6.03
"Loup County, Nebraska",3.46,12.66,11.24,12.01,7.57
"Herkimer County, New York",3.46,2.26,1.7,1.25,1.45
"Orange County, New York",3.45,3.87,3.28,2.51,2.52
"Schenectady County, New York",3.4,3.99,4.16,3.69,4.05
"Crawford County, Wisconsin",3.4,7.85,6.57,4.96,3.21
"Berkshire County, Massachusetts",3.4,2.15,1.45,1.21,1.66
"St. Martin Parish, Louisiana",3.39,2.53,2.49,1.71,1.12
"Rensselaer County, New York",3.37,2.15,1.02,1.11,1.02
