County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Jefferson Davis County, Mississippi",31.27,28.97,38.35,36.46,39.04
"Camden County, Missouri",31.24,24.95,23.58,20.75,23.64
"Hempstead County, Arkansas",31.23,32.46,40.82,41.78,38.29
"Perry County, Alabama",31.22,27.43,17.7,28.37,25.94
"Spencer County, Kentucky",31.2,28.32,36.43,61.68,78.77
"Franklin County, Texas",31.17,24.21,59.1,65.7,56.14
"Trimble County, Kentucky",31.17,33.41,33.06,38.1,39.26
"McDonald County, Missouri",31.14,23.73,27.78,33.95,31.53
"Crawford County, Iowa",31.1,37.76,38.58,40.61,38.15
"Morgan County, Missouri",31.08,28.63,31.67,35.51,32.62
"Montgomery County, Ohio",31.06,17.47,12.81,12.44,11.2
"Chambers County, Alabama",31.04,37.71,40.14,39.29,35.78
"Yell County, Arkansas",31.04,35.22,40.39,38.72,35.11
"Fayette County, Illinois",31.03,34.98,36.51,42.73,43.7
"Hunt County, Texas",31.03,39.66,43.13,44.24,40.45
"Hardin County, Kentucky",31.02,34.59,34.8,35.12,27.29
"Shelby County, Tennessee",31.01,28.09,24.23,29.34,25.8
"Panola County, Mississippi",31,33.24,28.23,35.83,31.85
"Furnas County, Nebraska",31,31.84,27.99,27.8,25.7
"Bartholomew County, Indiana",31,27.77,24.47,26.73,21.83
"Brantley County, Georgia",30.96,32.68,53.98,51.39,43.24
"Gaines County, Texas",30.87,46.2,59.14,58.98,51.82
"Alleghany County, North Carolina",30.86,30.78,18.07,23.27,22.26
"Castro County, Texas",30.8,32.31,43.62,46.91,40.22
"Nacogdoches County, Texas",30.78,30.88,32.77,33.29,34.13
"Hardin County, Illinois",30.78,23.75,22.63,21.31,24.09
"Charles Mix County, South Dakota",30.75,18.51,15.65,17.81,13.76
"Campbell County, South Dakota",30.72,33.63,32.94,41.63,20.55
"Rockdale County, Georgia",30.7,24.3,23.16,24.69,18.84
"Antelope County, Nebraska",30.68,26.06,30.97,32.96,26.27
"Ripley County, Missouri",30.66,21.39,23.63,23.93,34.87
"Lonoke County, Arkansas",30.65,35.96,47.49,46.29,47.61
"Wilcox County, Alabama",30.63,29.49,27.52,24.53,24.47
"Milam County, Texas",30.58,30.67,32.11,35.17,33.52
"Bartow County, Georgia",30.54,34.58,32.13,33.03,37.64
"Iron County, Missouri",30.54,37.92,33.68,40.05,34.02
"Tarrant County, Texas",30.54,30.12,28.1,30.08,28.54
"Jones County, Texas",30.53,33.85,47.37,60.23,55.25
"Tensas Parish, Louisiana",30.41,37.68,38.06,37.84,29.85
"Sioux County, Iowa",30.4,38.54,42.9,38.33,32.12
"Madison County, Georgia",30.39,37.98,32.39,39.88,41.29
"Montgomery County, Georgia",30.36,30.03,33.43,36.07,36.01
"Grayson County, Kentucky",30.35,29.88,24.98,40.88,28.41
"Sumter County, Georgia",30.35,29.51,26.15,31.07,27.03
"Sumter County, South Carolina",30.34,28.87,22.79,20.87,21.05
"Montgomery County, Kansas",30.33,28.81,28.68,28.02,23.19
"Madison Parish, Louisiana",30.29,25.88,31.42,34.69,28.48
"Levy County, Florida",30.26,33.99,26.1,30.37,31.56
"Houston County, Georgia",30.24,32.82,39.32,36.95,31.45
"Geauga County, Ohio",30.23,14.71,8.44,13.25,13.32
"Childress County, Texas",30.22,25.69,47.87,73.48,46.66
"Powell County, Kentucky",30.22,31.32,21.33,27.29,32.31
"Shelby County, Alabama",30.2,31.75,34.54,32.38,33.03
"Robertson County, Texas",30.19,30.35,31.48,33.65,33.39
"Alfalfa County, Oklahoma",30.13,28.73,29.58,32.48,32.85
"Leflore County, Mississippi",30.07,31.99,26.99,29.79,25.17
"Avery County, North Carolina",30.05,32.09,35.2,34.88,43.1
"Maries County, Missouri",30.05,30.21,41.51,44.03,40.76
"Calhoun County, Texas",30.05,29.31,30.16,30.43,24.2
"Coles County, Illinois",30.05,24.48,19.41,15.83,14.21
"McCulloch County, Texas",30.04,32.08,30.23,37.87,35.55
"Beaufort County, North Carolina",30.03,32.83,30.76,28.29,24.29
"Ashland County, Ohio",30.03,25.82,12.2,12.36,11.4
"Kershaw County, South Carolina",30.02,35.88,39.09,45.37,42.16
"Bedford County, Tennessee",30.02,32.83,33.54,39.34,34.53
"Gonzales County, Texas",30.02,24.82,22.99,27.42,27.61
"Liberty County, Texas",30.01,36.49,39.06,47.37,40.57
"Harrison County, Kentucky",30,35.94,32.51,37.29,32.44
"Mason County, Texas",30,29.41,21.11,24.16,25.55
"Early County, Georgia",29.96,46.2,34.08,36.28,30.08
"Colleton County, South Carolina",29.85,29.73,24.94,28.76,29.87
"Andrew County, Missouri",29.85,16.81,17.66,17.13,15.18
"Bertie County, North Carolina",29.83,27.91,36.94,39.7,41.98
"Montgomery County, Kentucky",29.79,25.92,27.63,30.03,30.44
"Parker County, Texas",29.76,43.43,36.93,42.37,40
"Crane County, Texas",29.75,32.43,47.62,56.26,46.3
"Tyrrell County, North Carolina",29.74,26.89,31.77,23.44,26.69
"Crawford County, Ohio",29.7,14.88,11.83,9.89,8.79
"Dougherty County, Georgia",29.68,34.91,26.01,29.59,24.74
"Pulaski County, Missouri",29.62,30.34,38.15,38.83,29.4
"Breckinridge County, Kentucky",29.59,31.01,37.24,37.84,37.78
"Richland County, South Carolina",29.58,24.41,19.43,21.83,18.18
"Terrell County, Georgia",29.54,30.11,19.02,23.86,24.6
"Douglas County, Illinois",29.48,30.53,27.68,28.19,26.37
"Upshur County, Texas",29.4,31.49,44.8,49.47,46.74
"Waupaca County, Wisconsin",29.39,36.54,26.52,30.53,30.92
"Marion County, Missouri",29.37,36.4,39.24,43.56,40.19
"Beadle County, South Dakota",29.37,20.3,24.41,23.42,20.69
"Graham County, North Carolina",29.35,32.15,27,58.02,70.4
"Butler County, Missouri",29.34,28.71,24.16,30.24,28.11
"Warren County, Ohio",29.34,14.84,15.03,15.34,14.33
"Audrain County, Missouri",29.32,34.2,36.31,40.29,39.7
"Santa Rosa County, Florida",29.27,28.21,25.05,32.36,33.56
"Cocke County, Tennessee",29.26,36.83,38.02,43.16,41.92
"Sequatchie County, Tennessee",29.23,35.48,34.82,38.06,34.58
"Florence County, South Carolina",29.22,31.07,25.26,28.98,25.47
"Marshall County, South Dakota",29.19,31.98,11.56,11.11,8.09
"Aransas County, Texas",29.17,18.99,15.74,18.03,21.5
"Cherokee County, North Carolina",29.14,33.33,43.55,65.33,68.78
"Johnson County, Texas",29.13,36.97,37.12,45.97,45.16
"Henry County, Kentucky",29.13,36.73,35.42,44.2,43.45
"Fentress County, Tennessee",29.11,26.12,32.96,29.34,20.37
"Scott County, Missouri",29.1,33.42,34.15,36.83,33.86
"Hamilton County, Ohio",29.1,11.63,8.53,7.84,6.43
"Jack County, Texas",29.07,37.1,42.7,71.95,56.97
"Phelps County, Missouri",29.04,29.77,34.19,37.06,36.27
"Baldwin County, Alabama",29.04,31.99,27.54,33.02,31.19
"Monroe County, Ohio",28.97,28.47,28.99,28.78,25.85
"Southampton County, Virginia",28.97,26.06,27.78,29.91,25.15
"Giles County, Virginia",28.97,23.82,23.67,18.75,19.04
"Unicoi County, Tennessee",28.94,39.53,44.92,50.24,45.4
"Effingham County, Illinois",28.9,31.25,27.21,27.84,28.91
"Cherokee County, Georgia",28.9,28.14,25.75,27.48,28.14
"Kerr County, Texas",28.9,25.35,21.47,22.84,21.97
"Cabarrus County, North Carolina",28.85,32.43,29.07,34.66,33.21
"Benton County, Arkansas",28.82,32.79,37.1,41.51,34.41
"Maury County, Tennessee",28.8,30.44,31.87,34.23,32.53
"Madison County, Kentucky",28.79,28.99,29.38,32.95,29.73
"Marion County, South Carolina",28.79,24.68,22.37,27.98,24.55
"Greenwood County, South Carolina",28.78,38.18,40.57,41.53,35.93
"Hughes County, South Dakota",28.78,26.7,15.23,20.6,14.85
"Pike County, Kentucky",28.78,27.25,30.4,26.54,13.73
"Alleghany County, Virginia",28.71,17.9,24.45,21.25,17.78
"Catawba County, North Carolina",28.69,33.84,32.38,34.44,33.07
"Okaloosa County, Florida",28.69,26.27,26.06,27.05,27.76
"Hickory County, Missouri",28.67,27.41,32.75,25.84,20.18
"Scott County, Virginia",28.67,29.53,26.51,24.88,13.01
"Polk County, Missouri",28.65,30.72,43.36,30.55,36.48
"Itawamba County, Mississippi",28.6,32.28,43.86,43.43,38.92
"Shelby County, Illinois",28.59,27.8,31.01,30.67,33.09
"Lubbock County, Texas",28.58,31.21,33.01,40.64,35.65
"Rooks County, Kansas",28.58,26.54,27.32,27.36,22.82
"Mifflin County, Pennsylvania",28.53,23.59,16.15,18.35,17.43
"Hampton city, Virginia",28.5,24,20.43,18.96,15.41
"Ector County, Texas",28.48,31.59,34.72,40.06,34.35
"Meriwether County, Georgia",28.47,28.82,32.53,32.72,32.13
"East Baton Rouge Parish, Louisiana",28.46,27.52,19.23,22.68,18.36
"Wythe County, Virginia",28.46,26.66,19.54,15.96,15.82
"Pipestone County, Minnesota",28.44,33.45,43.86,40.07,37.04
"Carroll County, Kentucky",28.43,33.07,32.93,43.06,43.2
"Saline County, Missouri",28.41,30.3,30.56,35.73,34.92
"Harrisonburg city, Virginia",28.41,19.24,15.44,,
"Liberty County, Florida",28.39,27.76,33.39,34.76,41.43
"Davis County, Iowa",28.39,23.9,15.65,10.89,6.58
"Sibley County, Minnesota",28.37,29.22,31.22,35.76,37.21
"Wilkinson County, Georgia",28.37,29.96,28.64,33.9,31.39
"Greenup County, Kentucky",28.34,31.98,30.63,30.53,24.24
"Hale County, Alabama",28.31,27.68,28.13,25.44,24.38
"Wabash County, Illinois",28.25,21.3,23.56,17.41,27.31
"Deuel County, South Dakota",28.24,19.11,19.21,21.96,19.98
"Jones County, South Dakota",28.24,22.47,27.83,34.21,17.57
"Whatcom County, Washington",28.24,12.85,11.21,8.47,12.01
"Grant County, Arkansas",28.23,40.79,72.55,26.36,55.1
"Wayne County, Ohio",28.18,30.68,21.98,24.74,18.93
"Smith County, Kansas",28.15,30.24,17.26,15.85,9.06
"Walker County, Texas",28.14,22.77,23.23,23.51,23.15
"Pennington County, South Dakota",28.13,16.18,16.58,16.89,13.34
"Cherokee County, Oklahoma",28.09,24.97,26.54,26.86,28.37
"Magoffin County, Kentucky",28.07,23.12,18.92,31.37,5.98
"Murray County, Georgia",28.03,32.04,28.24,29.95,29.29
"Chase County, Nebraska",28.02,33.64,31.98,29.49,23.98
"Logan County, Kansas",28.02,39.33,23.7,9.32,19.52
"Franklin County, Kentucky",28,39.38,40.77,44.87,43.59
"Clark County, Kentucky",28,36.26,38.05,40.29,35.28
"Jackson County, Kentucky",28,23.66,20.39,32.2,31.24
"Jackson County, Texas",27.99,34.15,30.81,30.97,30.81
"Armstrong County, Texas",27.98,57.81,53.63,53.83,44.43
"Tangipahoa Parish, Louisiana",27.89,22.63,27.25,29.13,24.94
"Cole County, Missouri",27.89,30.45,27.3,26.98,23.59
"Bradford County, Florida",27.88,34.23,38.17,32.75,25.54
"Shannon County, Missouri",27.85,17.31,28,33.59,32.87
"Hardy County, West Virginia",27.85,26.37,22.95,28.74,20.29
"Hall County, Texas",27.79,48.64,60.36,92.86,71.68
"St. Francois County, Missouri",27.76,33.41,37.18,45.02,37.79
"Dallas County, Missouri",27.73,28.15,31.22,36.75,24.67
"Green Lake County, Wisconsin",27.68,26.73,26.11,28.22,27.16
"Patrick County, Virginia",27.68,30.85,31.07,25.43,16.46
"Randolph County, Illinois",27.67,29.34,29.29,31.11,29.27
"Lawrence County, Indiana",27.6,25.82,23.68,19.71,19.92
"Henderson County, North Carolina",27.59,33.57,35.91,39.09,38.76
"Humphreys County, Tennessee",27.59,45.82,35.99,39.16,35.4
"Payne County, Oklahoma",27.58,31.11,33.18,29.41,23.75
"Hopewell city, Virginia",27.56,34.86,36.17,,
"Perkins County, South Dakota",27.55,16.5,16.24,22.02,17.28
"Live Oak County, Texas",27.53,29.31,24.69,30.16,20.27
"Navarro County, Texas",27.49,35.66,45.96,42.69,45.8
"Spotsylvania County, Virginia",27.47,20.29,18.04,24.34,29.48
"Cedar County, Missouri",27.45,36.94,43.63,31.98,27.87
"Crawford County, Illinois",27.45,24.86,24.72,24.97,23
"Catoosa County, Georgia",27.44,24.94,30.45,32.02,35.74
"Rusk County, Texas",27.42,31.22,46,43.19,42.05
"Ray County, Missouri",27.4,29.24,39.36,46.01,43.72
"Jefferson Davis Parish, Louisiana",27.4,19.24,16.75,16.77,12.82
"Tallahatchie County, Mississippi",27.38,24.96,34.58,35.66,32.9
"McLennan County, Texas",27.37,35.03,36.87,42.79,41.44
"Martin County, Minnesota",27.37,32.96,34.71,32.45,35.89
"Davidson County, Tennessee",27.37,33.36,33.39,35.8,32.27
"Cuming County, Nebraska",27.36,32.54,34.19,40.04,38.45
"Houston County, Tennessee",27.35,27.2,27.94,26.63,28.77
"Oconee County, Georgia",27.35,37.65,23.02,39.83,26.26
"Bond County, Illinois",27.31,29.68,27.44,31.11,29.39
"Cottonwood County, Minnesota",27.29,28.59,37.17,32.56,33.53
"Oktibbeha County, Mississippi",27.27,28.08,28.5,30.44,28.29
"Brule County, South Dakota",27.23,11.15,19.69,23.15,16.63
"Nolan County, Texas",27.22,46.19,51.8,61.44,55.67
"Hickman County, Tennessee",27.22,31.96,31.35,38.92,38.55
"Conway County, Arkansas",27.19,30.71,38.39,34.84,32.92
"Brooks County, Georgia",27.13,30.35,35.12,38.25,33.21
"Lawrence County, Kentucky",27.12,24.54,33.5,44.53,7.32
"Elkhart County, Indiana",27.02,26.79,22.64,23.16,22.2
"Martin County, North Carolina",26.97,34.46,37.39,32.53,31.91
"Miller County, Missouri",26.94,35.99,36.05,42.26,43.19
"Wadena County, Minnesota",26.94,26.27,24.23,28.96,28.15
"Noxubee County, Mississippi",26.91,23.12,23.3,24.17,23.77
"Coryell County, Texas",26.89,30.78,30.72,28.43,22.6
"Rockingham County, North Carolina",26.88,26.59,23.11,23.38,21.08
"Bamberg County, South Carolina",26.86,23.81,27.24,28.46,26.56
"Allendale County, South Carolina",26.84,17.93,21.9,23.65,26.18
"Mecklenburg County, Virginia",26.82,32.09,25.55,27.23,28.38
"Marshall County, Kansas",26.82,17.4,15.39,12.92,13.5
"Kendall County, Texas",26.81,16.23,18.28,18.1,11.98
"Person County, North Carolina",26.8,22.39,30.62,32.31,30.83
"Randolph County, North Carolina",26.8,20.93,20.02,22.69,19.79
"Jackson County, North Carolina",26.79,33.92,31.49,48.08,48.68
"Brazoria County, Texas",26.78,31.5,23.84,30.11,26.04
"Quitman County, Georgia",26.76,27.78,25.94,28.7,26.18
"Walton County, Georgia",26.75,29.32,24.45,25.96,24.27
"Hanover County, Virginia",26.74,26.7,28.95,23.9,25.84
"McPherson County, South Dakota",26.71,18.95,24.83,27.14,15.25
"Matagorda County, Texas",26.69,26.7,27.53,28.78,22.14
"Calhoun County, Georgia",26.68,27.97,25.57,39.02,33.86
"Craig County, Virginia",26.66,33.55,34.71,20.7,23.89
"Madison County, Texas",26.63,34.54,37.81,42.92,32.95
"Hyde County, South Dakota",26.62,12.04,9.69,7.67,4.93
"Traverse County, Minnesota",26.61,29.65,36.7,36.72,36.43
"Vernon County, Wisconsin",26.53,23.05,17.34,21.04,15.15
"Bracken County, Kentucky",26.51,34.05,34.82,41.39,48.71
"Lincoln County, North Carolina",26.51,31.33,30.57,32.99,30.4
"Yancey County, North Carolina",26.49,26.98,37.86,34.97,40.79
"Fulton County, Ohio",26.47,24.06,22.48,21.43,22.73
"Wolfe County, Kentucky",26.47,17.27,10.35,12.29,12.71
"Cooper County, Missouri",26.42,29.89,25.82,32.8,32.07
"Grant County, North Dakota",26.42,19.63,20.49,18.62,19.54
"Holt County, Nebraska",26.41,22.41,16.18,15.7,10.38
"Faulk County, South Dakota",26.4,8.38,24.55,25.58,12.44
"Stoddard County, Missouri",26.38,24.73,30.17,31.02,30.1
"Jones County, Georgia",26.35,25.02,20.18,18,17.68
"Lancaster County, Pennsylvania",26.35,23.67,18.98,17.37,16.27
"Randolph County, Missouri",26.33,36.31,36.49,37.33,31.9
"Shelby County, Ohio",26.3,12.05,8.65,7.49,5.4
"Highlands County, Florida",26.29,20.38,22.69,23.34,24.12
"Iredell County, North Carolina",26.27,28.1,27.59,34.25,32.31
"Wharton County, Texas",26.24,25.56,19.51,19.4,16.27
"Carroll County, Virginia",26.2,23.37,22.96,24.71,28.49
"Wayne County, Iowa",26.2,18.99,13.95,11.48,11.86
"Monroe County, Illinois",26.19,22.17,16.28,24.99,15.75
"Marion County, Arkansas",26.18,30.58,23.7,30.22,30.9
"McPherson County, Kansas",26.17,32.55,29.35,29.26,31.64
"Madison County, Florida",26.15,29.01,32.9,34.75,38.04
"Essex County, Virginia",26.15,21.81,22.49,29.78,26.78
"Lancaster County, South Carolina",26.14,34.74,43.83,48.6,44.82
"Washington County, Florida",26.14,30.03,32.46,37.42,35.07
"Okeechobee County, Florida",26.14,23.71,23.57,22.81,20.44
"Calcasieu Parish, Louisiana",26.13,26.81,25.32,25.84,23.12
"Nicholas County, Kentucky",26.11,22.58,30.4,18.29,26.74
"Coahoma County, Mississippi",26.11,25.35,24.48,24.33,20.49
"Cheyenne County, Kansas",26.11,8.44,10.49,10.36,7.83
"Yazoo County, Mississippi",26.1,27.7,34.86,38.23,34
"Washington County, Illinois",26.07,23.69,26.25,28.42,27.91
"Richland County, Ohio",26.01,22.47,13.73,9.59,7.2
"Llano County, Texas",26,27.3,29.21,38.04,30.56
"Perry County, Missouri",26,27.34,26.8,31.04,30.45
"Lampasas County, Texas",25.98,26.77,28,39.72,35.46
"Morton County, Kansas",25.95,24.71,30.52,30.78,65.95
"Rutherford County, Tennessee",25.95,27.23,26.9,29.44,31.3
"Warren County, Kentucky",25.94,39.75,38.37,37.73,33.16
"Overton County, Tennessee",25.94,26.62,34.15,37.35,32.16
"Kaufman County, Texas",25.93,34.25,38.11,40.9,44.6
"Henry County, Georgia",25.93,25.02,27.99,26.93,24.97
"Clearwater County, Minnesota",25.9,19.97,12.87,15.78,13.38
"Saline County, Arkansas",25.89,31.38,41.05,28.39,42.65
"Spokane County, Washington",25.85,12.42,10.38,8.78,8.3
"Westmoreland County, Virginia",25.84,17.93,13.71,14.69,15.61
"White County, Georgia",25.79,23.61,22.59,25.12,31.62
"Smith County, Tennessee",25.79,25.32,26.79,33.24,24.95
"Butts County, Georgia",25.76,28.6,26.63,30.79,30.74
"Gallatin County, Kentucky",25.74,34.46,35.31,54.85,51.26
"Gillespie County, Texas",25.73,15.82,10.72,12.38,8.2
"Newton County, Texas",25.71,21.4,37.03,35.37,31.85
"Lexington County, South Carolina",25.71,25.84,27.17,28.25,24.47
"Floyd County, Kentucky",25.68,22.59,21.89,25.2,9.13
"Greene County, Georgia",25.66,21.9,25.53,30.17,30.51
"Douglas County, Missouri",25.66,14.24,18.24,19.55,17.35
"Reno County, Kansas",25.65,25.74,21.15,19.99,18.84
"Harris County, Texas",25.64,26.34,20.48,19.97,17.52
"Leon County, Florida",25.63,22.9,18.68,20.02,17.45
"Bourbon County, Kentucky",25.62,29.68,29.63,28.77,29.42
"Buchanan County, Missouri",25.62,28.18,32.47,26.49,23.01
"Saluda County, South Carolina",25.61,17.99,25.91,31.48,32.4
"Brown County, Nebraska",25.56,30.3,25.48,22.94,18.07
"Jackson County, Georgia",25.54,29.15,26.83,32.84,36.54
"Augusta County, Virginia",25.54,20.21,17.09,22.83,23.16
"Watauga County, North Carolina",25.52,25.3,31.23,35.54,37.7
"Knott County, Kentucky",25.51,20.38,20.1,26.64,11.04
"Jefferson County, Texas",25.49,30.2,29.89,30.6,28.4
"Wilson County, Kansas",25.48,23.46,19.67,16.09,12.68
"Bedford County, Virginia",25.46,30.32,22.6,25.65,27.09
"Lewis County, Tennessee",25.45,35.48,34.03,33.56,30.69
"Barber County, Kansas",25.45,21.91,27.02,20.57,16.91
"Baker County, Florida",25.44,19.13,24.03,20.91,16.18
"Menard County, Texas",25.43,15.92,28.81,64.43,41.82
"Gregory County, South Dakota",25.41,24,20.26,26.35,25
"St. Joseph County, Michigan",25.34,18.23,14.29,15.11,13.76
"Caldwell County, Missouri",25.3,29.21,36.79,34.86,35.1
"Minnehaha County, South Dakota",25.27,12.88,11.03,9.99,10.27
"Wayne County, North Carolina",25.26,24.09,18.94,15.42,13.9
"Jackson County, West Virginia",25.24,13.18,5.78,7.3,5.54
"Wilson County, North Carolina",25.23,24.98,21.77,18.98,13.95
"Jackson County, Illinois",25.22,23.6,20.44,20.45,18.31
"Lee County, Georgia",25.21,29.81,16.66,16.05,21.47
"Polk County, North Carolina",25.19,33.49,42.1,47.61,55.16
"Perry County, Illinois",25.19,32.84,30.94,38.28,37.42
"Sumter County, Alabama",25.16,19.36,18.21,16.75,17.25
"Gasconade County, Missouri",25.13,29.06,25.19,27.17,23.91
"Falls Church city, Virginia",25.13,25.25,50.32,,
"Chesapeake city, Virginia",25.12,19.77,15.72,,
"Allen County, Indiana",25.11,24.75,19.34,18.94,16.28
"Shawano County, Wisconsin",25.08,27.07,30.05,33.17,35.4
"Yuma County, Colorado",25.08,23.85,22.18,20.99,17.21
"Bourbon County, Kansas",25.03,21.28,17.26,18.95,11.69
"Potter County, Pennsylvania",25.01,12.34,9.18,5.11,6.81
"Lincoln County, Wisconsin",25,28.87,27.04,28.46,30.97
"Macon County, Georgia",25,17.54,27.25,30.62,27.15
"Humphreys County, Mississippi",24.97,26.71,28.73,34.88,27.69
"Allen County, Ohio",24.95,16.4,13.7,11.38,9.35
"Lamar County, Georgia",24.94,50,30.74,32.01,30.9
"Talbot County, Georgia",24.94,26.41,22.16,19.65,14.69
"Buena Vista city, Virginia",24.94,34.98,16.81,,
"St. Mary Parish, Louisiana",24.93,14.2,14.43,14.3,9.58
"Cabell County, West Virginia",24.92,14.35,12.84,12.67,6.52
"Roanoke County, Virginia",24.91,24.33,37.23,32.9,29.61
"Mecklenburg County, North Carolina",24.9,22.23,17.87,21.84,20.43
"Leslie County, Kentucky",24.9,24.08,18.48,21.1,10.88
"Putnam County, Florida",24.89,27.39,27.07,26.53,26.09
"Portsmouth city, Virginia",24.88,23.64,17.7,,
"Falls County, Texas",24.87,23.79,29.72,35.13,37.41
"Burke County, Georgia",24.84,29.5,26.01,25.58,19.9
"Grayson County, Virginia",24.82,31.02,23.09,48.54,24.63
"Bell County, Texas",24.78,27.31,28.52,25.88,24.7
"Jefferson County, Wisconsin",24.77,26.19,27.72,27.77,26.92
"Columbia County, Georgia",24.74,22.09,19.81,17.84,19.35
"Scott County, Illinois",24.73,33.35,27.4,28.3,27.47
"Carter County, Kentucky",24.73,22.62,27.36,17.96,16.08
"Greenwood County, Kansas",24.72,23.11,22.62,20.14,13.46
"Clark County, Washington",24.71,13.85,10.31,10.53,10.86
"Martin County, Kentucky",24.71,19.4,24.47,36.84,10.34
"Harvey County, Kansas",24.66,29.51,30.35,28.38,29.25
"Alachua County, Florida",24.66,19.39,15.51,17.64,17.89
"Uvalde County, Texas",24.63,24.31,21.19,22.21,22.69
"Burleson County, Texas",24.62,22.48,25.72,29.48,20.08
"Highland County, Virginia",24.6,19.39,4.3,7.02,7.52
"Letcher County, Kentucky",24.58,21.25,24.7,27.06,11.52
"Snohomish County, Washington",24.58,11.99,8.08,8.14,7.16
"Gilchrist County, Florida",24.57,36,39.84,39.29,60.86
"Knox County, Ohio",24.54,21.57,18.79,17.2,13.92
"St. Helena Parish, Louisiana",24.51,26.14,37.73,49.96,35.44
"Clermont County, Ohio",24.5,14.93,11.15,14.62,12.79
"Gadsden County, Florida",24.48,18.96,17.65,21.17,22.13
"Brunswick County, Virginia",24.46,23.33,13.45,13.88,15.57
"Glynn County, Georgia",24.44,26.72,24.24,24.18,25.62
"Clark County, Wisconsin",24.43,19.01,21.45,19.81,20.58
"Pierce County, Washington",24.43,15.26,10.76,8.74,6.85
"Shasta County, California",24.42,16.34,11.1,10.62,8.71
"Madison County, Arkansas",24.41,31.55,31,32.44,25.15
"Valley County, Idaho",24.39,11.86,9.06,13.47,13.38
"Sheridan County, Nebraska",24.38,15.47,12.75,13.7,14
"Foster County, North Dakota",24.37,69.43,19.58,17.57,15.61
"Tuscarawas County, Ohio",24.37,18.74,16.43,14.74,12.54
"Rowan County, North Carolina",24.35,26.61,21.01,23.1,22.17
"Montgomery County, North Carolina",24.3,26.52,27.99,30.55,26.88
"Pasquotank County, North Carolina",24.29,24.96,16.04,22.82,22.1
"Duval County, Texas",24.29,12.12,10.81,12.9,13.15
"Butte County, South Dakota",24.25,6.19,2.46,2.62,4.22
"York County, Virginia",24.21,18.7,9.52,11.73,11.23
"Pondera County, Montana",24.21,22.62,13.18,12.62,5.07
"Halifax County, North Carolina",24.19,29.66,21.31,21.58,23.35
"Hooker County, Nebraska",24.19,18.48,6.51,9.71,4.95
"King and Queen County, Virginia",24.17,24,25.84,32.39,34.08
"Greene County, Mississippi",24.14,26.49,40.97,50.13,47.22
"Allen Parish, Louisiana",24.13,26.2,30.3,33.41,31.99
"Sac County, Iowa",24.12,23.95,22.84,22.37,22.79
"Orange County, Indiana",24.12,24.25,25.66,24.81,21.69
"Guilford County, North Carolina",24.11,23.21,20.11,21.14,19.55
"Nevada County, Arkansas",24.06,22.19,53.2,46.65,48.35
"Rawlins County, Kansas",24.05,18.94,17.19,13.87,12.16
"Cobb County, Georgia",24.04,28.61,23.22,26.14,28.42
"Holmes County, Mississippi",24.01,27.4,20.41,23.22,20.12
"Jackson County, Missouri",24.01,25.24,21.27,20.57,16.92
"York County, South Carolina",23.99,29.92,30.86,32.59,32.22
"Wayne County, Missouri",23.98,23.49,28.93,31.54,30.97
"O'Brien County, Iowa",23.97,28.03,30.4,29.25,29.68
"Morgan County, Indiana",23.97,23.04,20.51,19.79,17.79
"Effingham County, Georgia",23.93,27.68,27.26,27.35,28.54
"Dinwiddie County, Virginia",23.92,13.14,19.91,11.5,19.1
"Copper River Census Area, Alaska",23.88,,,,
"Macon County, Illinois",23.87,22.24,23.8,19.49,16.96
"Morrow County, Ohio",23.86,12.35,9.31,7.61,8.39
"Kitsap County, Washington",23.85,13.36,9.45,7.78,6.96
"Grant County, Indiana",23.8,21.33,22.2,19.34,9.48
"Clark County, South Dakota",23.79,7.48,28.72,20.24,13.73
"Harnett County, North Carolina",23.73,23.09,21.95,27.92,28.45
"Butler County, Ohio",23.71,17.17,16.01,14.87,16.27
"Williamson County, Illinois",23.7,28.13,33.5,32.98,31.05
"Chariton County, Missouri",23.7,30.71,28.21,30.8,29.02
"Bollinger County, Missouri",23.7,22.94,25.45,26.02,21.3
"Jasper County, Georgia",23.69,23,23.82,27.19,26.85
"Fayette County, Kentucky",23.67,28.41,22.62,25.44,26.56
"Cowlitz County, Washington",23.67,17.84,13.87,13.45,12.91
"Nelson County, Virginia",23.65,32.4,33.37,41.68,44.12
"Treutlen County, Georgia",23.59,21.5,32.3,35.12,26.98
"Richmond County, Georgia",23.58,25.39,27.19,32.33,26.45
"Allen County, Kentucky",23.56,23.06,24.84,34.17,30.27
"Crowley County, Colorado",23.52,6.49,4.17,3.12,5.42
"Brown County, Minnesota",23.5,25.28,19.18,17.71,18.21
"Flathead County, Montana",23.5,17.09,14.39,12.64,11.3
"Coweta County, Georgia",23.48,31.88,26.86,29.94,31.03
"Edmunds County, South Dakota",23.48,16.68,27.52,29.66,21.98
"Floyd County, Indiana",23.46,28.11,26.72,24.47,16.65
"Kingfisher County, Oklahoma",23.43,39.82,36.31,36.56,47.11
"Stone County, Mississippi",23.4,24.53,50.46,50.23,39.94
"Edgecombe County, North Carolina",23.39,30.77,20.32,20.17,19.03
"Culpeper County, Virginia",23.32,19.7,16.26,20.66,22.2
"Taylor County, West Virginia",23.32,8.75,9.24,10.28,7.03
"Polk County, Florida",23.3,24.67,25.94,27.66,29.09
