County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Alleghany County, North Carolina",1.38,,,,
"Avery County, North Carolina",1.38,0.97,,,
"Blount County, Tennessee",1.37,0.72,0.03,3.46,2.74
"Queen Anne's County, Maryland",1.37,1.68,,3.1,0
"Lavaca County, Texas",1.37,3.09,,2.32,0
"Hancock County, Mississippi",1.36,0.48,,3.35,0
"Lake County, Florida",1.36,1.47,0,2.3,0
"Choctaw County, Oklahoma",1.35,0.82,,3.91,0.23
"Polk County, Iowa",1.34,1.22,,1.58,0.09
"Otero County, New Mexico",1.34,0.73,,1.22,0
"Pawnee County, Oklahoma",1.34,,,,
"Cole County, Missouri",1.33,1.13,,2.32,0.32
"Sequoyah County, Oklahoma",1.33,0.44,,0.9,0
"Cambria County, Pennsylvania",1.33,1.44,,0.54,0
"Baldwin County, Alabama",1.32,1.72,,7.94,3.33
"Hardin County, Kentucky",1.32,0.42,,3.51,0
"Emmet County, Michigan",1.32,,,,
"Vanderburgh County, Indiana",1.31,3.1,,2.69,0.23
"Leavenworth County, Kansas",1.31,0.76,,3.73,0
"Riverside County, California",1.3,0.88,,1.51,0.12
"Caldwell County, Texas",1.3,1.68,,3.66,0
"Fayette County, West Virginia",1.3,0.5,,1.9,0
"Crawford County, Missouri",1.3,,,,
"McDowell County, North Carolina",1.29,0.93,,2.25,1.16
"Red River County, Texas",1.29,,,6.38,1.09
"Pope County, Arkansas",1.29,0.59,,0.76,0.79
"Chester County, Pennsylvania",1.29,0.86,,1.7,0.19
"Watauga County, North Carolina",1.29,,,0.58,0
"Douglas County, Georgia",1.29,0.56,,3.78,0
"Jackson County, Oklahoma",1.29,,,3.02,0
"Boone County, Missouri",1.29,0.44,,2.42,0
"Madison County, Indiana",1.28,0.38,,2.8,1.78
"Scott County, Missouri",1.28,0.9,,2.45,0
"Antrim County, Michigan",1.28,,,,
"Palo Pinto County, Texas",1.27,0.66,,1.06,1.01
"Bergen County, New Jersey",1.27,0.69,,2.12,0.97
"Nassau County, New York",1.27,0.98,,2.34,0.62
"Calloway County, Kentucky",1.27,0.78,,0.9,0
"Prince Edward County, Virginia",1.27,1.23,,14.76,0
"Monmouth County, New Jersey",1.26,1.03,0.01,3.44,1.53
"Butler County, Ohio",1.26,0.71,,1.54,0.23
"Orleans County, New York",1.26,0.84,,1.57,0.22
"Crawford County, Arkansas",1.26,,,,
"Clinton County, Michigan",1.26,,,,
"Waynesboro city, Virginia",1.26,0.88,,,
"Camden County, New Jersey",1.25,1.35,,4.31,0.39
"Cochise County, Arizona",1.25,0.66,,1.15,0
"Covington County, Alabama",1.25,1.79,,4.78,0
"Lawrence County, Tennessee",1.25,,,,
"Walker County, Georgia",1.24,0.69,,2.2,0.67
"Smith County, Mississippi",1.24,1.13,,6.72,0.34
"Montezuma County, Colorado",1.24,,,,
"Cannon County, Tennessee",1.24,,,,
"Pendleton County, West Virginia",1.24,1.52,,,
"Wayne County, Illinois",1.24,1.09,,,
"Dutchess County, New York",1.23,0.97,,2.38,0.72
"Marion County, Missouri",1.23,0.43,,1.23,0
"Rains County, Texas",1.23,,,,
"Manatee County, Florida",1.22,0.78,0.1,2.35,0.32
"Saline County, Illinois",1.22,1.28,,0.85,0.05
"Scioto County, Ohio",1.22,0.28,,0.85,0
"Ventura County, California",1.22,0.24,,0.64,0
"St. Lucie County, Florida",1.22,1.02,0,5.18,0
"Sevier County, Tennessee",1.22,,,,
"Pawnee County, Kansas",1.22,1.71,,,
"Bleckley County, Georgia",1.21,3.67,,8.15,0
"Lamar County, Mississippi",1.21,,,3.83,0
"Williamson County, Tennessee",1.21,0.18,1.18,2.64,0
"Stokes County, North Carolina",1.21,0.38,0.2,2.03,0
"Butler County, Kentucky",1.21,,,,
"Monroe County, West Virginia",1.21,,,,
"Warren County, Illinois",1.2,1.02,,,
"Burlington County, New Jersey",1.19,1.63,0.07,3.58,0.2
"St. Johns County, Florida",1.19,0.68,0.03,2.72,0.15
"Polk County, Arkansas",1.18,,,,5
"Cayuga County, New York",1.18,0.15,,1.03,0.42
"Creek County, Oklahoma",1.18,0.85,,1.22,0.12
"Randolph County, Georgia",1.18,15.65,,34.92,0
"West Feliciana Parish, Louisiana",1.18,0.74,,20.43,0
"Wayne County, Missouri",1.18,,,,
"Meigs County, Tennessee",1.18,,,,
"Eddy County, New Mexico",1.17,1.05,,0.39,0.57
"Lamb County, Texas",1.17,,,1.86,0
"Ramsey County, Minnesota",1.17,0.99,,1.55,0
"Gordon County, Georgia",1.17,0.23,,1.51,0
"Wayne County, Kentucky",1.17,1.16,,,
"Cooke County, Texas",1.16,0.81,,1.29,1.31
"York County, Virginia",1.16,,,4.82,0
"Orange County, Virginia",1.16,0.72,,4.27,0
"Bastrop County, Texas",1.16,1.78,1.65,4.07,0
"Hanover County, Virginia",1.16,1.14,,3.81,0
"Putnam County, Ohio",1.16,,,,
"Vermilion County, Illinois",1.15,1.57,,2.21,0.73
"Erath County, Texas",1.15,0.32,,,0.51
"Mason County, Illinois",1.15,,,,
"Crawford County, Kansas",1.15,,,,
"Monroe County, Tennessee",1.14,0.27,,4.14,0.78
"Hale County, Texas",1.14,,,1.91,0.38
"Garfield County, Oklahoma",1.14,1.28,,1.36,0
"Blaine County, Oklahoma",1.14,,,,
"Geneva County, Alabama",1.13,4.32,,4.24,0
"Clinton County, Missouri",1.13,0.3,,,
"Tuscola County, Michigan",1.13,,,,
"Lincoln County, North Carolina",1.12,1.28,,5.35,2.78
"Barren County, Kentucky",1.12,0.73,,1.5,0.7
"Cherokee County, Georgia",1.12,1.13,,0.79,0
"Wakulla County, Florida",1.12,2.16,2.35,3.37,0
"Kemper County, Mississippi",1.11,,1.59,24.42,0
"Madison County, Texas",1.11,1.32,,7.39,0
"Sumner County, Tennessee",1.1,1.22,,1.61,0.46
"Effingham County, Georgia",1.1,1.62,,6.05,0
"Bay County, Florida",1.1,1.59,0.04,3.47,0
"Multnomah County, Oregon",1.09,0.49,,1.23,0.28
"Tillman County, Oklahoma",1.09,1.54,,3.08,0
"Converse County, Wyoming",1.09,,,,
"Larue County, Kentucky",1.08,0.86,,,2.58
"Anchorage Municipality, Alaska",1.08,0.39,,1.81,0.39
"Bacon County, Georgia",1.08,2.14,,5.42,0
"Cherokee County, Alabama",1.08,,,2.32,0
"Bond County, Illinois",1.08,,,,
"Craig County, Oklahoma",1.08,2.01,,,
"Trigg County, Kentucky",1.07,1.26,,3.43,1.51
"Spalding County, Georgia",1.07,2.48,,8.66,0.81
"Logan County, West Virginia",1.07,0.96,,0.97,0
"Dunklin County, Missouri",1.07,0.97,,2.13,0
"New London County, Connecticut",1.06,0.95,,2.32,1.2
"Morgan County, Illinois",1.06,0.84,,1.02,0
"Mercer County, Ohio",1.06,,,,
"Clay County, Kentucky",1.06,0.55,,,
"Dillon County, South Carolina",1.05,8.25,,14.69,0
"San Saba County, Texas",1.05,,,,
"Kern County, California",1.04,0.48,,1.59,0.08
"Lincoln County, Kentucky",1.04,1.5,,0.93,0
"Jessamine County, Kentucky",1.04,1.29,,1.25,0
"Livingston County, Missouri",1.04,0.79,,,
"Curry County, New Mexico",1.03,0.67,,1.58,0.25
"Gallia County, Ohio",1.03,0,,0.78,0
"Gonzales County, Texas",1.03,1.93,,3.37,0
"LaSalle Parish, Louisiana",1.03,2.47,,2.55,0
"Douglas County, Oregon",1.03,,,,
"Hennepin County, Minnesota",1.02,0.94,,1.9,0.05
"East Carroll Parish, Louisiana",1.02,22.95,,28.17,0
"Nelson County, Kentucky",1.01,1.3,,4.04,2.26
"Delaware County, Pennsylvania",1.01,1,,2.79,0.61
"Webster County, Mississippi",1.01,3.02,,6.68,0
"McIntosh County, Oklahoma",1.01,0.59,,1.54,0
"Cleburne County, Alabama",1,1.22,,1.66,0
"Seward County, Kansas",1,0.88,,1.66,0
"Lincoln County, Oklahoma",0.99,0.9,,0.85,0.23
"Martin County, Florida",0.99,0.82,0,1.79,0.07
"Macomb County, Michigan",0.99,0.32,,0.57,0.06
"Highland County, Ohio",0.99,0.86,,0.54,0
"Henry County, Georgia",0.99,0.38,,4.29,0
"Alleghany County, Virginia",0.99,0.51,,1.95,0
"Franklin County, Illinois",0.99,0.38,,,
"Love County, Oklahoma",0.99,,,,
"Erie County, Pennsylvania",0.98,0.86,,1.45,0.19
"San Joaquin County, California",0.98,0.47,,1.61,0.16
"Knox County, Illinois",0.98,0.8,,1.23,0
"Hardin County, Ohio",0.98,0.19,,,
"Marshall County, Indiana",0.98,,,,
"Uinta County, Wyoming",0.98,,,,
"Manassas city, Virginia",0.98,4.09,,,
"Ulster County, New York",0.97,0.58,,1.91,1.16
"Seminole County, Oklahoma",0.97,1.47,,2.81,0.96
"Rockland County, New York",0.97,0.85,,2.88,0.86
"Hutchinson County, Texas",0.97,,,0.91,0
"Woodbury County, Iowa",0.97,0.12,,0.65,0
"Scott County, Kentucky",0.97,0.81,,2.43,0
"Metcalfe County, Kentucky",0.97,,,,
"Sebastian County, Arkansas",0.96,0.44,,2.16,1.58
"Tom Green County, Texas",0.96,0.77,,1.76,0.17
"Fresno County, California",0.96,0.45,,1.44,0.1
"Mercer County, Pennsylvania",0.96,0.98,,1.15,0.02
"Assumption Parish, Louisiana",0.96,2.62,,13.42,0
"Pulaski County, Missouri",0.96,0.34,,3.8,0
"Pontotoc County, Mississippi",0.95,1.14,,4.43,3.28
"Chaves County, New Mexico",0.95,0.68,,0.47,0.08
"Anne Arundel County, Maryland",0.95,1.04,,3.27,0.05
"Fayette County, Texas",0.95,1.32,,2.69,0
"Van Buren County, Michigan",0.95,0.65,,1.99,0
"Hamilton County, Illinois",0.95,,,,
"Bollinger County, Missouri",0.95,,,,
"Greenup County, Kentucky",0.95,1.31,,,
"Carter County, Kentucky",0.95,0.66,,,
"Hardin County, Tennessee",0.94,2.23,,1.67,4.09
"Suffolk County, Massachusetts",0.94,0.58,,6.2,1.07
"Jackson County, Michigan",0.94,1.12,,2.84,0
"Ripley County, Missouri",0.94,1.29,,,
"Harrison County, Kentucky",0.94,1.23,,,
"Ohio County, Kentucky",0.93,,,,
"Perry County, Illinois",0.92,0.8,,1.1,1.08
"Middlesex County, New Jersey",0.92,0.73,0.01,1.97,0.12
"Bradley County, Tennessee",0.92,0.43,,0.82,0
"Atchison County, Kansas",0.92,0.73,,1.5,0
"Whitfield County, Georgia",0.92,1,,1.29,0
"Spencer County, Kentucky",0.92,0.73,,,
"Columbiana County, Ohio",0.91,0.89,,0.49,0.13
"Seneca County, Ohio",0.91,1.02,,0.56,0
"Coryell County, Texas",0.91,0.39,,8.87,0
"Cleburne County, Arkansas",0.91,,,,
"Madison County, Arkansas",0.91,,,,
"Bronx County, New York",0.9,0.89,,6.96,1.5
"Buckingham County, Virginia",0.9,,,17.08,0
"Cape May County, New Jersey",0.9,0.74,,1.32,0
"Ford County, Kansas",0.9,,,,
"Grady County, Oklahoma",0.89,0.3,,1.16,0
"Charles County, Maryland",0.89,1.02,,5.22,0
"Benton County, Arkansas",0.89,,,,
"Piscataquis County, Maine",0.89,,,,
"Bennett County, South Dakota",0.89,,,,
"Greenbrier County, West Virginia",0.88,0.94,,1.1,0
"Laramie County, Wyoming",0.88,0.16,,0.83,0
"Marshall County, Alabama",0.88,0.4,0.12,0.56,0
"Jasper County, Missouri",0.88,0.43,,0.42,0
"Tama County, Iowa",0.88,,,,
"Lyon County, Kentucky",0.88,,,,
"Henrico County, Virginia",0.87,0.12,,11.49,0.85
"Hampden County, Massachusetts",0.87,0.54,,1.88,0.14
"Bexar County, Texas",0.87,0.52,,3.05,0.05
"Kerr County, Texas",0.87,0.83,,0.72,0
"Putnam County, Tennessee",0.87,0.25,,0.51,0
"Nueces County, Texas",0.87,0.4,,1.88,0
"Mercer County, Kentucky",0.87,0.85,,1.26,0
"Clark County, Wisconsin",0.87,,,,
"Le Flore County, Oklahoma",0.86,0.37,,0.74,0.14
"Columbia County, Georgia",0.86,0.94,,4.71,0
"El Paso County, Colorado",0.86,0.43,,1.97,0
"Magoffin County, Kentucky",0.86,,,,
"Mitchell County, Texas",0.85,,,,1.65
"Santa Barbara County, California",0.85,0.47,,0.74,0.04
"Nelson County, Virginia",0.85,1.96,,6.05,0
"Franklin County, Virginia",0.85,0.21,,3.39,0
"Callaway County, Missouri",0.85,0.68,,1.3,0
"Campbell County, Wyoming",0.85,0.03,,,
"Perry County, Ohio",0.85,,,,
"Eastland County, Texas",0.85,,,,
"Adams County, Illinois",0.84,0.73,,0.64,0
"Ascension Parish, Louisiana",0.84,0.98,,8.43,0
"Okeechobee County, Florida",0.84,2.37,,1.69,0
"Cape Girardeau County, Missouri",0.84,0.7,,1.28,0
"Jefferson County, Indiana",0.84,0.56,,,
"Claiborne County, Mississippi",0.83,10.16,,38.46,2.39
"Middlesex County, Connecticut",0.83,0.59,,2.4,1.49
"Roanoke County, Virginia",0.83,0.12,,5.06,0.22
"Knox County, Kentucky",0.83,0.39,,,
"Bosque County, Texas",0.83,,,,
"Washington County, Pennsylvania",0.82,0.64,,0.85,0.07
"Wise County, Virginia",0.81,0.29,,2.16,1.5
"Rensselaer County, New York",0.81,0.55,,1.16,0.49
"Niagara County, New York",0.81,0.88,,1.43,0.29
"Bee County, Texas",0.81,0.94,,1.02,0
"Beaverhead County, Montana",0.81,,,,
"King County, Washington",0.8,0.36,,1.35,0.1
"Sandusky County, Ohio",0.8,0.44,,0.71,0
"Walla Walla County, Washington",0.8,0.12,,0.32,0
"Will County, Illinois",0.8,1.1,,3.44,0
"Fayette County, Georgia",0.8,0.69,,2.27,0
"Bethel Census Area, Alaska",0.8,,,,
"Crawford County, Illinois",0.8,,,,
"Tazewell County, Illinois",0.8,,,,
"Winchester city, Virginia",0.8,2.78,,,
"Brown County, Kansas",0.8,1.24,,,
"Sumner County, Kansas",0.8,0.77,,,
"Merced County, California",0.79,0.42,,1.49,0.1
"Haywood County, North Carolina",0.79,0.22,,0.72,0
"Hamilton County, Indiana",0.79,0.09,,0.21,0
"Johnson County, Missouri",0.79,0.64,,1.54,0
"Franklin County, Indiana",0.79,,,,
"Cherokee County, North Carolina",0.79,,,,
"Carter County, Tennessee",0.78,0.21,,0.68,0.69
"Grimes County, Texas",0.78,,,8.24,0.24
"Miami County, Indiana",0.78,0.49,,0.83,0
"St. Mary's County, Maryland",0.77,0.36,,3.13,0
"Sullivan County, Tennessee",0.76,0.51,,1.69,1.21
"Schenectady County, New York",0.76,0.72,,1.29,0.43
"Hall County, Georgia",0.76,1.11,,2.76,0.2
"Livingston Parish, Louisiana",0.76,0.38,,2.04,0
"Wapello County, Iowa",0.76,0.34,,,
"Iowa County, Wisconsin",0.76,,,,
"Charlotte County, Florida",0.75,0.11,0.12,0.91,0
"Okaloosa County, Florida",0.75,0.91,,2.93,0
"Rockbridge County, Virginia",0.75,,,1.24,0
"Snyder County, Pennsylvania",0.75,,,,
"Pike County, Ohio",0.75,0.64,,,
"Taylor County, Texas",0.74,0.42,,2.66,0.62
"Franklin County, Pennsylvania",0.74,0.59,,0.7,0.27
"Sarasota County, Florida",0.74,0.5,0.1,1.27,0.21
"Cullman County, Alabama",0.74,,,0.3,0
"LaGrange County, Indiana",0.74,,,,
"Izard County, Arkansas",0.74,1.28,,,
"Nemaha County, Kansas",0.74,1.23,,,
"Franklin County, Missouri",0.73,0.49,,0.32,0
"Goochland County, Virginia",0.73,,,7.78,0
"Clark County, Indiana",0.73,0.6,,1.76,0
"Frederick County, Maryland",0.73,0.4,,1.49,0
"Randolph County, North Carolina",0.72,0.57,,3.16,1.12
"Suffolk County, New York",0.72,0.56,,1.84,0.59
"Logan County, Illinois",0.72,0.58,,1.03,0
"Randolph County, West Virginia",0.72,0.4,,,
"La Paz County, Arizona",0.72,0.85,,,
"Fayette County, Pennsylvania",0.71,0.68,,1.18,0.32
"Burleson County, Texas",0.71,1.06,,5.89,0
"Madison County, North Carolina",0.71,,,,
"Washington County, Virginia",0.7,0.35,,1.9,0.87
"DeKalb County, Illinois",0.7,0.17,,0.64,0
"Oconee County, South Carolina",0.7,0.48,,2.66,0
"Lumpkin County, Georgia",0.7,0.6,,,
"Stephens County, Oklahoma",0.69,0.36,,0.69,0.25
"Kay County, Oklahoma",0.69,0.4,,0.55,0.17
"Rhea County, Tennessee",0.69,1.16,,0.62,0
"Scott County, Tennessee",0.69,0.98,,,
"Passaic County, New Jersey",0.68,0.72,,4.11,0.64
"Guernsey County, Ohio",0.68,0.76,,0.44,0.51
"Kenton County, Kentucky",0.68,0.37,,1.42,0.14
"Pierce County, Washington",0.68,0.61,,1.97,0.05
"Huntingdon County, Pennsylvania",0.68,0.64,,0.86,0
"Monroe County, Indiana",0.68,0.2,,0.81,0
"Monroe County, Michigan",0.68,0.32,,0.64,0
"Madison County, Ohio",0.68,0.06,,2.51,0
"Santa Rosa County, Florida",0.67,0.28,0.29,1.61,2.01
"Buchanan County, Missouri",0.67,0.47,,1.05,0
"Pueblo County, Colorado",0.67,0.39,,0.49,0
"Kane County, Illinois",0.67,0.71,,1.93,0
"Montgomery County, Missouri",0.67,,,,
"Mingo County, West Virginia",0.66,1.35,,0.78,0
"Wayne County, New York",0.66,0,,0.66,0
"Blount County, Alabama",0.66,0.1,,0.6,0
"Jackson County, Georgia",0.66,1.33,,3.96,0
"Marshall County, West Virginia",0.66,0.36,,,
"Hillsdale County, Michigan",0.66,,,,
"Douglas County, Missouri",0.66,,,,
"Collin County, Texas",0.65,0.13,,1.76,0.43
"Coleman County, Texas",0.65,,,,
"Kleberg County, Texas",0.64,1.17,,1.14,0
"Des Moines County, Iowa",0.64,0.39,,0.84,0
"Pickens County, South Carolina",0.64,0.4,,2.76,0
"Gloucester County, New Jersey",0.64,4.2,0.07,2.13,0
"Grainger County, Tennessee",0.64,,,0.04,
"Mayes County, Oklahoma",0.64,,,,
"Terry County, Texas",0.64,,,,
"Washington County, Kentucky",0.63,0.62,,7.23,4.44
"DeKalb County, Alabama",0.63,,,0.81,0.12
"Portage County, Ohio",0.63,0.44,,0.92,0
"Glades County, Florida",0.63,2.27,,3.06,0
"Montague County, Texas",0.63,,,,
"Pickens County, Georgia",0.63,1.24,,,
"Lee County, Florida",0.62,0.31,,2.02,0.29
"Oneida County, New York",0.62,0.21,,1.39,0.27
"Pima County, Arizona",0.62,0.43,,0.83,0.05
"Marion County, Tennessee",0.62,0.11,0.27,1.29,0
"Rock County, Wisconsin",0.61,0.59,,1.6,0.53
"Chesterfield County, Virginia",0.61,0.08,,5.19,0.11
"Bernalillo County, New Mexico",0.61,0.25,,0.74,0.04
"Daviess County, Indiana",0.61,0.41,,,
"Union County, Georgia",0.61,,,,
"Uvalde County, Texas",0.61,,,,
"Allen County, Kentucky",0.61,0.62,,,
"Williamson County, Illinois",0.6,0.36,,0.48,0
"Crawford County, Pennsylvania",0.6,0.2,,0.24,0
"Newaygo County, Michigan",0.6,,,,
"Brown County, Ohio",0.59,0.55,,,0.52
"Johnson County, Texas",0.59,0.55,,1.1,0.46
"Ector County, Texas",0.59,0.57,,2.06,0.17
"Colorado County, Texas",0.59,2.02,,5.6,0
"Scurry County, Texas",0.59,1.11,,1.58,0
"Christian County, Illinois",0.59,0.52,,,
"Greene County, New York",0.58,0.47,,0.97,0.86
"Powell County, Kentucky",0.58,,,,0.43
"Shelby County, Kentucky",0.58,0.47,,3.71,0
"Johnson County, Arkansas",0.58,,,,
"Big Horn County, Montana",0.58,,,,
"Scott County, Virginia",0.58,,,,
"Montgomery County, Kentucky",0.57,0.47,,2.01,5.7
"Wagoner County, Oklahoma",0.57,0.95,,1.62,0.72
"Pettis County, Missouri",0.57,0.64,,0.89,0
"Morris County, New Jersey",0.57,0.67,,0.7,0
"Fort Bend County, Texas",0.57,0.36,,9.24,0
"Grant Parish, Louisiana",0.57,0.93,,4.14,0
"Flagler County, Florida",0.57,0.12,,2.02,0
"Union County, Ohio",0.57,0.07,,1.25,0
"San Diego County, California",0.56,0.35,,1.76,0.14
"Fauquier County, Virginia",0.56,0.34,,3.5,0
"Cass County, Nebraska",0.56,,,,
"Charlottesville city, Virginia",0.56,1.17,,,
"Warren County, Kentucky",0.55,0.21,,2.59,0.24
"Cleveland County, Oklahoma",0.55,,,1.16,0.02
"Washington County, Maryland",0.55,0.07,,1.6,0
"Transylvania County, North Carolina",0.55,,,1.34,0
"Lycoming County, Pennsylvania",0.54,0.36,,0.92,0.35
"Dickenson County, Virginia",0.54,0.75,,0.24,0.22
"Westmoreland County, Pennsylvania",0.54,0.36,,0.54,0.09
"Logan County, Ohio",0.54,0.23,,0.53,0
"Clark County, Nevada",0.54,0.44,,2.54,0
"Jackson County, Indiana",0.54,0.87,,,
"Franklin County, Kansas",0.54,0.76,,,
"Tulare County, California",0.53,0.17,,0.48,0.05
"Custer County, Oklahoma",0.53,0.67,,1.08,0.03
"Miami County, Kansas",0.53,0.11,,0.81,0
"Madison County, Georgia",0.53,0.65,,3.6,0
"Alexander County, North Carolina",0.53,0.33,,2.76,0
"Paulding County, Georgia",0.53,0.78,,1.68,0
"Montgomery County, Indiana",0.53,0.32,,,
"Stoddard County, Missouri",0.53,0.6,,,
"Yoakum County, Texas",0.52,,,,9.83
"Rockdale County, Georgia",0.52,0.59,,5.26,0.76
"Marion County, Alabama",0.52,1.19,,1.17,0
"Hancock County, West Virginia",0.52,0.38,,0.93,0
"Clay County, Arkansas",0.52,,,,
"Morrow County, Ohio",0.52,,,,
"Harrison County, Ohio",0.52,1.13,,,
"Fulton County, Pennsylvania",0.52,0.82,,,
"Winston County, Alabama",0.51,,,,0.18
"Warren County, Ohio",0.51,0.09,,0.73,0
"Santa Cruz County, California",0.51,0.09,,0.3,0
"Riley County, Kansas",0.51,0.42,,2.65,0
"Mason County, Kentucky",0.51,1.06,,2.27,0
"Langlade County, Wisconsin",0.51,0.3,,,
"Campbell County, Virginia",0.5,0.78,,6.32,0.43
"Labette County, Kansas",0.5,0.57,,1.15,0
"Pittsburg County, Oklahoma",0.5,1.58,,1.12,0
"Calhoun County, Texas",0.5,,,0.99,0
"Linn County, Iowa",0.5,0.2,,0.65,0
"Citrus County, Florida",0.5,0.31,,0.57,0
"Allegany County, Maryland",0.5,0.38,,0.54,0
"Jefferson County, Tennessee",0.5,0.98,,1.43,0
"Rockwall County, Texas",0.5,0.43,,1.43,0
"Kingfisher County, Oklahoma",0.5,,,,
"Madison County, Kentucky",0.49,0.22,0.17,1.51,0.54
"Chautauqua County, New York",0.49,0.09,,0.79,0.43
"Hernando County, Florida",0.49,0.17,,1.16,0
"Warren County, Tennessee",0.49,0.46,,1.07,0
"Kitsap County, Washington",0.49,0.03,,0.74,0
"Reno County, Kansas",0.49,0.96,,0.74,0
"Putnam County, Indiana",0.49,,,0.71,0
"Montgomery County, Pennsylvania",0.49,0.4,,1.37,0
"White County, Georgia",0.49,,,,
"Clare County, Michigan",0.49,,,,
"Crook County, Oregon",0.49,0.86,,,
"Monterey County, California",0.48,0.29,,1.77,0.42
"Butte County, California",0.48,0.22,,0.34,0.11
"Bay County, Michigan",0.48,0.33,,0.39,0
"St. Martin Parish, Louisiana",0.48,0.48,,8.85,0
"Ross County, Ohio",0.48,0.37,,1.76,0
"Crawford County, Ohio",0.48,0.28,,,
"Wabash County, Indiana",0.48,0.22,,,
"Sullivan County, Indiana",0.48,0.83,,,
"York County, Pennsylvania",0.47,0.31,,1.25,0.52
"Henderson County, North Carolina",0.47,0.5,,1.03,0
"Ontario County, New York",0.47,0.17,,0.37,0
"Lafourche Parish, Louisiana",0.47,0.55,,4.52,0
"Payette County, Idaho",0.47,,,,
"Lawrence County, Kentucky",0.47,,,,
"Stanislaus County, California",0.46,0.26,,0.55,0.14
"Ocean County, New Jersey",0.46,0.4,,0.73,0.08
"Jackson County, North Carolina",0.45,0.29,,0.68,0.86
"Tyler County, Texas",0.45,1.63,,3.84,0.34
"San Mateo County, California",0.45,0.28,,1.59,0.25
"Mineral County, West Virginia",0.45,0.63,,1.03,0
"Miami County, Ohio",0.45,0.26,,0.65,0
"Weber County, Utah",0.45,0.38,,0.45,0
"Geauga County, Ohio",0.45,0.2,,0.45,0
"Valencia County, New Mexico",0.45,,,0.25,0
"Montgomery County, Virginia",0.45,0.06,,1.19,0
"Bureau County, Illinois",0.45,,,,
"Barry County, Missouri",0.45,,,,
"El Paso County, Texas",0.44,0.21,,1.64,0.04
"Union County, Illinois",0.44,,,,
"Madera County, California",0.43,0.45,,0.8,0.21
"Webster County, Iowa",0.43,0.35,,0.59,0
"Jefferson County, Missouri",0.43,0.23,,0.24,0
"Pike County, Missouri",0.43,1.63,,1.41,0
"Jasper County, Illinois",0.43,,,,
"Berrien County, Georgia",0.42,2.59,,4.31,6.36
"Boyd County, Kentucky",0.42,0.24,,0.75,0.41
"Val Verde County, Texas",0.42,,,0.69,0
"Larimer County, Colorado",0.42,,,0.16,0
"Prince George County, Virginia",0.42,,,9,0
"Meade County, Kentucky",0.42,,,3.25,0
"Williamson County, Texas",0.42,0.34,,2.14,0
"Russell County, Kentucky",0.42,,,,
"Greene County, Pennsylvania",0.42,,,,
"Loudon County, Tennessee",0.41,0.24,,2.02,2.21
"Columbia County, New York",0.41,1.23,,1.15,0.54
"Denton County, Texas",0.41,0.2,,2.09,0.36
"Macon County, North Carolina",0.41,,,0.12,
"Henry County, Indiana",0.41,0.36,,,
"Linn County, Oregon",0.41,,,,
"Fairfax city, Virginia",0.41,0.79,,,
"Burnet County, Texas",0.41,0.43,,,
"San Luis Obispo County, California",0.4,0.4,,0.55,0
"Clermont County, Ohio",0.4,0.13,,0.3,0
"Louisa County, Virginia",0.4,,,10.99,0
"Perry County, Indiana",0.4,,,,
"Marion County, Kentucky",0.39,0.82,,4.61,1.43
"Montgomery County, Maryland",0.39,0.33,,3.56,0.34
"Berkeley County, West Virginia",0.39,0.42,,1.15,0
"Pulaski County, Virginia",0.39,0.5,,1.7,0
"Pike County, Kentucky",0.39,0.28,,,
"McKinley County, New Mexico",0.39,0.18,,,
"Douglas County, Illinois",0.39,,,,
"Gladwin County, Michigan",0.39,,,,
"Luna County, New Mexico",0.39,,,,
"Orange County, New York",0.38,0.46,,2.41,1.05
"Tuscarawas County, Ohio",0.38,0.1,,0.35,0.14
"Canadian County, Oklahoma",0.38,0.22,,0.97,0.08
"DuPage County, Illinois",0.38,0.33,,0.62,0
"Lancaster County, Pennsylvania",0.38,0.42,,0.58,0
"Botetourt County, Virginia",0.38,0,,1.64,0
"Adams County, Nebraska",0.38,0.24,,,
"Chelan County, Washington",0.38,,,,
"Tazewell County, Virginia",0.37,0.12,,0.78,0.37
"McDonough County, Illinois",0.37,0.17,,0.83,0
"Yakima County, Washington",0.37,0.08,,0.29,0
"Yuba County, California",0.37,0.37,,1.21,0
"Mifflin County, Pennsylvania",0.37,0.16,,,
"Cibola County, New Mexico",0.37,,,,
"Gray County, Texas",0.36,2.48,,1.24,1.54
"Mercer County, West Virginia",0.36,0.15,,2.6,0.61
"Imperial County, California",0.36,0.38,,0.57,0.51
"Maricopa County, Arizona",0.36,0.16,,0.95,0.1
"Marion County, West Virginia",0.36,1.36,,0.96,0
"Del Norte County, California",0.36,,,0.8,0
"Midland County, Michigan",0.36,,,0.34,0
"Nez Perce County, Idaho",0.36,,,,
"Vernon County, Missouri",0.36,,,,
"Wyoming County, West Virginia",0.36,0.76,,,
"Rogers County, Oklahoma",0.36,0.43,,,
"Perry County, Kentucky",0.35,0.63,,0.54,0.47
"Muskingum County, Ohio",0.35,0.21,,1.17,0
"Fayette County, Ohio",0.35,0.13,,0.67,0
"Jefferson County, West Virginia",0.35,0.57,,2.27,0
"Pickaway County, Ohio",0.35,0.33,,2.1,0
"Augusta County, Virginia",0.35,0.1,,2.06,0
"Clay County, Florida",0.35,0.23,,1.72,0
